@relation 'trafico2011_15ming'

@attribute intensidad numeric
@attribute tocup numeric
@attribute vmed numeric
@attribute gap numeric
@attribute congestion {0,1}

@data
426,33,35,15,1
420,45,26,10,0
437,30,36,16,1
404,50,23,8,1
317,45,31,14,1
428,40,29,11,0
395,19,47,24,0
372,17,50,29,0
364,16,51,30,0
358,16,50,29,0
350,16,50,29,0
314,14,51,35,0
330,14,51,31,0
286,12,52,36,0
241,10,54,41,0
198,7,56,43,0
208,8,55,44,0
185,7,55,43,0
161,6,56,46,0
128,5,55,45,0
129,4,59,46,0
116,4,56,43,0
97,3,56,54,0
71,2,56,47,0
105,4,54,50,0
99,4,55,51,0
67,3,56,57,0
75,3,56,32,0
25,0,58,5,0
39,1,58,27,0
24,0,60,32,0
21,0,57,13,0
16,0,56,29,0
18,0,59,27,0
13,0,60,43,0
11,0,67,20,0
10,0,63,0,0
8,0,60,43,0
8,0,62,0,0
9,0,58,5,0
8,0,63,14,0
7,0,51,0,0
17,0,59,13,0
14,0,64,8,0
17,0,64,20,0
26,0,57,27,0
50,1,57,49,0
55,1,60,48,0
108,4,57,46,0
167,6,56,46,0
258,11,55,40,0
310,13,53,31,0
394,20,46,25,0
474,44,27,9,1
482,40,30,11,1
464,35,34,13,1
427,48,22,8,1
454,43,27,10,0
479,33,35,14,1
465,43,27,10,0
392,19,48,25,0
448,27,41,19,0
481,25,45,19,0
452,23,46,21,0
428,23,46,22,0
417,20,48,23,1
362,29,39,20,1
418,33,35,14,0
423,28,41,18,0
375,19,48,25,0
381,18,50,27,0
385,17,52,29,0
389,17,50,28,0
388,17,52,28,0
375,18,51,27,0
369,16,51,29,1
444,26,44,21,0
419,28,39,18,0
470,34,35,14,1
447,39,30,11,1
455,44,31,11,1
444,50,23,8,1
402,54,21,7,1
434,51,23,8,1
433,51,23,8,1
453,49,24,8,1
463,45,26,9,0
447,42,28,11,0
372,16,53,29,0
356,15,52,31,0
375,16,53,29,0
381,17,51,28,0
385,17,50,27,0
403,19,48,26,0
426,25,42,19,0
445,31,37,17,0
433,26,40,18,0
438,23,45,21,1
430,32,37,16,0
365,17,49,28,0
402,19,47,25,0
381,18,48,27,0
395,19,47,25,0
375,18,49,27,0
358,16,51,29,0
432,24,44,20,0
424,24,43,19,0
440,27,40,18,0
389,18,49,26,0
366,17,49,27,0
353,16,50,28,0
274,11,52,33,0
286,12,53,33,0
231,9,54,40,0
201,8,56,44,0
138,5,56,49,0
162,6,55,48,0
119,4,56,52,0
114,4,56,48,0
90,3,56,54,0
85,3,57,51,0
79,2,57,51,0
75,2,56,45,0
68,2,57,42,0
53,1,59,34,0
42,1,57,41,0
51,1,56,55,0
46,1,57,40,0
52,1,56,29,0
30,0,60,35,0
26,0,57,26,0
27,0,58,31,0
29,0,58,59,0
22,0,58,24,0
29,0,58,21,0
21,0,58,21,0
18,0,57,23,0
20,0,59,21,0
25,0,57,42,0
26,0,57,20,0
22,0,58,19,0
29,0,58,17,0
34,0,59,40,0
35,1,60,33,0
59,2,58,45,0
71,2,57,48,0
97,3,57,42,0
86,3,56,38,0
68,2,56,51,0
110,4,58,57,0
166,7,55,44,0
142,6,56,44,0
140,5,56,46,0
142,5,56,47,0
162,6,55,43,0
200,8,55,41,0
202,8,56,41,0
253,10,55,36,0
252,10,55,41,0
270,11,55,35,0
220,9,55,40,0
257,11,53,38,0
235,9,56,43,0
261,10,55,41,0
277,11,54,35,0
292,12,53,35,0
297,12,54,34,0
325,14,54,33,0
332,14,53,32,0
340,14,53,33,0
374,16,53,29,0
370,16,53,29,0
340,15,53,32,0
371,16,53,28,0
370,16,52,29,0
375,16,52,30,0
418,19,50,25,0
325,14,54,35,0
321,13,56,35,0
289,11,55,38,0
253,10,56,41,0
239,9,57,43,0
212,8,57,45,0
192,7,58,48,0
199,7,58,47,0
227,8,58,37,0
234,9,57,41,0
259,10,56,41,0
240,9,57,44,0
261,11,55,41,0
255,10,55,40,0
259,10,54,38,0
259,10,54,40,0
263,11,54,38,0
279,11,53,35,0
281,12,52,35,0
300,13,52,35,0
293,13,52,36,0
289,12,53,36,0
254,10,53,40,0
303,13,52,34,0
281,11,53,37,0
283,12,53,39,0
264,11,54,40,0
242,10,54,42,0
248,10,54,40,0
214,8,55,43,0
196,7,55,42,0
220,9,55,44,0
189,7,55,43,0
153,6,55,46,0
107,4,55,41,0
123,4,57,51,0
126,4,58,53,0
102,3,57,48,0
82,2,57,54,0
82,2,56,43,0
75,2,56,55,0
61,2,58,49,0
75,2,56,50,0
58,2,57,36,0
60,1,58,55,0
52,1,55,43,0
44,1,55,36,0
54,1,59,43,0
33,0,56,20,0
40,1,56,40,0
29,0,56,29,0
35,1,57,48,0
22,0,54,25,0
35,1,58,50,0
32,0,59,33,0
17,0,56,0,0
33,0,61,34,0
21,0,59,9,0
28,0,54,44,0
24,0,57,6,0
26,0,57,27,0
29,0,54,22,0
25,0,60,37,0
37,1,58,21,0
70,2,59,43,0
72,2,54,48,0
39,1,59,37,0
40,1,58,40,0
66,2,57,46,0
67,2,58,53,0
71,2,58,51,0
81,2,58,40,0
76,2,57,53,0
86,3,57,41,0
99,3,58,54,0
90,3,57,52,0
89,3,58,43,0
108,4,58,39,0
116,4,59,48,0
121,4,59,50,0
144,5,56,45,0
156,6,57,45,0
158,6,56,48,0
183,7,55,44,0
163,6,55,43,0
193,8,53,42,0
205,8,55,41,0
226,10,53,40,0
179,7,57,47,0
243,10,53,37,0
227,9,53,40,0
263,12,52,33,0
281,13,52,36,0
263,11,53,36,0
279,12,51,32,0
325,15,51,31,0
259,11,53,35,0
250,10,54,36,0
188,7,56,43,0
187,7,55,45,0
168,6,55,42,0
134,5,58,48,0
111,4,56,47,0
131,5,58,49,0
166,6,56,47,0
173,7,57,49,0
163,6,57,46,0
203,8,55,41,0
200,8,56,40,0
246,10,53,35,0
268,12,53,35,0
261,11,53,35,0
279,12,53,36,0
297,13,53,33,0
312,14,51,31,0
298,13,51,32,0
332,15,50,32,0
366,18,49,26,0
319,15,50,29,0
310,15,50,32,0
319,15,50,31,0
286,13,51,33,0
254,11,53,35,0
243,10,54,42,0
239,10,53,38,0
185,7,55,43,0
140,5,55,50,0
161,6,56,48,0
131,5,56,56,0
107,4,56,51,0
76,2,58,50,0
79,3,56,42,0
56,1,55,57,0
96,3,56,46,0
