@relation 'trafico2011_15ming'

@attribute intensidad numeric
@attribute tocup numeric
@attribute vmed numeric
@attribute gap numeric
@attribute congestion {0,1}

@data
383,24,42,23,0
335,14,52,30,0
365,16,53,30,0
363,16,52,30,0
339,15,53,31,0
315,14,53,35,0
370,17,51,29,0
413,20,49,23,0
449,26,43,19,0
444,25,44,20,0
449,28,41,18,0
381,25,40,20,0
325,14,54,34,0
363,16,52,29,0
367,16,52,30,0
390,18,50,27,0
415,19,50,25,0
373,17,50,28,0
430,19,50,25,1
475,46,27,9,1
405,52,24,8,1
456,47,27,9,1
445,42,29,11,1
465,45,28,10,0
479,36,34,13,0
394,17,51,27,0
448,23,47,22,0
482,28,43,18,0
480,26,44,18,0
473,28,42,17,0
470,32,36,15,0
414,22,46,23,1
469,38,32,12,0
401,26,40,20,0
424,30,38,18,1
424,47,25,9,1
419,47,27,10,0
451,31,35,15,0
424,43,24,9,1
411,30,38,18,1
432,41,27,10,0
397,23,43,22,0
345,15,50,31,0
368,16,50,28,0
349,15,51,31,0
350,15,51,30,0
363,17,49,28,0
338,15,52,30,0
323,14,51,29,0
251,11,51,34,0
262,10,55,39,0
261,11,54,38,0
169,6,56,43,0
144,5,56,46,0
104,3,59,51,0
127,4,57,49,0
75,2,59,51,0
65,2,59,53,0
67,2,58,46,0
76,2,59,43,0
45,1,58,58,0
26,0,59,32,0
28,0,60,24,0
19,0,58,6,0
23,0,61,22,0
24,0,61,7,0
17,0,62,21,0
19,0,57,7,0
9,0,58,22,0
8,0,64,44,0
8,0,61,0,0
11,0,58,40,0
11,0,60,0,0
10,0,56,19,0
13,0,58,30,0
11,0,56,0,0
15,0,61,3,0
14,0,59,24,0
12,0,57,9,0
28,0,58,31,0
41,1,59,32,0
76,2,59,46,0
87,3,58,44,0
177,7,56,43,0
288,13,52,33,0
335,15,51,29,0
426,21,47,22,1
455,43,28,10,0
476,37,31,11,0
452,27,41,18,1
463,46,26,9,0
467,32,37,15,1
448,44,27,10,0
468,28,40,17,1
497,37,35,12,0
464,31,38,16,0
429,27,39,18,0
400,18,50,26,0
435,24,45,22,0
429,25,42,20,0
429,23,46,22,0
453,25,44,20,0
433,20,49,22,0
436,21,49,23,0
445,25,44,19,0
418,20,48,25,0
437,21,48,23,1
469,35,34,13,0
342,14,53,30,0
360,16,52,31,0
378,17,51,27,0
397,18,51,27,0
395,18,50,26,0
394,18,51,27,0
447,23,46,22,1
448,51,23,8,1
427,48,25,9,1
434,49,23,8,1
449,49,23,8,1
447,44,28,10,1
446,45,27,10,1
407,31,35,18,0
342,14,54,32,0
388,17,52,29,0
374,16,52,28,0
443,23,46,21,0
377,17,50,28,0
422,20,48,24,0
390,17,50,27,0
450,32,37,16,0
411,28,40,20,1
402,43,28,11,1
418,46,24,9,1
401,41,28,11,1
438,39,30,12,1
414,48,23,8,0
416,29,37,17,0
377,18,48,27,0
344,15,50,31,1
403,27,40,20,0
480,31,39,15,1
434,27,43,19,0
448,29,39,17,0
386,19,47,24,0
347,15,51,31,0
264,11,53,36,0
276,11,52,34,0
269,11,53,35,0
180,7,55,41,0
123,4,58,42,0
114,4,58,47,0
121,4,58,57,0
129,5,56,45,0
92,3.67,56.72,54.75,0
88,3,58,47,0
61,2,59,50,0
51,1,58,43,0
39,1,56,27,0
45,1,61,50,0
40,1,60,40,0
29,0,63,15,0
16,0,58,10,0
27,0,62,15,0
18,0,60,33,0
6,0,55,0,0
14,0,57,27,0
14,0,58,19,0
13,0,60,33,0
7,0,58,0,0
15,0,60,13,0
9,0,61,0,0
10,0,59,0,0
17,0,58,4,0
8,0,59,0,0
29,0,58,22,0
19,0,57,31,0
51,1,58,46,0
85,3,58,60,0
90,3,57,52,0
174,7,54,40,0
289,13,51,34,0
366,17,50,27,0
411,29,37,17,1
407,46,23,9,1
383,49,22,8,1
398,47,22,9,1
395,51,20,7,1
410,49,21,8,1
384,50,20,8,1
388,48,21,8,1
408,49,23,8,1
369,50,19,8,0
412,42,26,11,0
367,26,34,18,0
418,38,29,12,1
409,29,36,17,0
417,35,31,13,0
372,22,43,23,0
371,18,48,26,0
350,16,50,31,0
416,31,36,17,0
426,22,45,22,0
428,25,43,20,0
447,35,32,13,0
441,20,50,23,1
458,42,31,12,1
429,43,30,11,1
257,64,22,8,1
321,61,22,8,1
412,50,24,9,1
424,51,24,8,1
456,33,35,13,1
400,55,24,8,1
435,51,23,8,1
284,66,19,7,1
322,63,20,7,1
316,57,22,8,1
407,51,23,8,1
389,50,24,9,1
430,28,41,18,0
422,24,44,21,1
457,38,33,13,0
425,21,48,24,1
426,39,29,12,1
414,28,40,19,0
435,39,29,11,1
455,33,37,15,1
416,49,23,8,1
405,49,24,9,1
400,50,22,8,1
416,48,23,8,1
403,41,28,12,0
411,37,30,13,0
425,33,33,15,0
344,15,51,31,0
361,16,49,28,0
359,16,50,29,0
333,15,51,32,0
334,14,51,33,0
295,13,52,34,0
301,13,53,35,0
233,9,54,44,0
267,11,53,37,0
274,12,52,34,0
203,8,56,43,0
180,7,56,43,0
170,6,57,44,0
161,6,57,41,0
143,5,56,50,0
103,4,57.44,56.49,0
75,2,57,43,0
94,3,56,48,0
88,3,55,51,0
76,2,57,55,0
75,2,57,53,0
73,2,56,54,0
44,1,58,46,0
58,1,57,54,0
51,1,57,65,0
36,1,58,11,0
34,1,56,36,0
38,1,56,46,0
31,0,59,24,0
34,1,55,34,0
30,1,56,36,0
24,0,60,29,0
27,0,54,36,0
28,0,55,38,0
24,0,61,23,0
28,0,60,22,0
27,0,58,29,0
29,0,59,19,0
33,1,58,33,0
39,1,56,50,0
60,2,59,50,0
88,3,56,41,0
133,5,56,52,0
104,4,57,49,0
123,5,56,43,0
154,6,57,51,0
169,6,55,46,0
174,7,55,43,0
176,7,56,44,0
168,7,56,42,0
224,9,55,39,0
253,10,55,37,0
227,9,56,40,0
274,11,55,35,0
297,12,55,32,0
283,12,55,35,0
323,14,53,30,0
322,15,51,31,0
339,15,52,29,0
304,12,54,34,0
325,14,53,34,0
337,15,52,30,0
338,14,53,33,0
391,17,52,27,0
377,17,52,29,0
367,16,51,29,0
390,17,52,28,0
377,16,52,29,0
385,18,50,28,0
365,16,53,30,0
362,15,53,30,0
387,17,52,28,0
415,22,47,23,1
468,37,33,13,0
355,18,50,30,0
308,12,55,34,0
279,11,56,39,0
262,10,57,40,0
250,10,57,39,0
226,9,56,42,0
217,8,57,42,0
234,9,57,39,0
247,9,56,42,0
248,9,57,38,0
241,9,56,40,0
256,10,55,39,0
255,10,54,38,0
275,11,53,38,0
245,10,54,42,0
281,12,53,36,0
269,11,53,36,0
282,12,52,36,0
335,16,49,29,0
346,16,50,27,0
318,13,53,32,0
329,14,51,30,0
298,13,52,33,0
314,14,50,32,0
287,12,53,34,0
265,11,52,32,0
264,11,53,36,0
264,11,53,36,0
229,9,55,38,0
195,8,54,40,0
241,10,55,38,0
183,7,54,43,0
162,6,56,41,0
141,5,56,48,0
88,3,59,39,0
106,4,58,46,0
100,3,57,53,0
94,3.6,55.96,47.79,0
104,4,56,49,0
76,2,57,57,0
94,3,58,48,0
81,3,56,44,0
78,2,57,50,0
57,2,57,43,0
50,1,55,36,0
57,1,57,41,0
50,1,57,43,0
49,1,57,49,0
40,1,57,48,0
39,1,60,38,0
32,0,59,28,0
35,1,56,31,0
27,0,57,39,0
25,0,55,20,0
23,0,55,24,0
23,0,57,28,0
28,0,58,20,0
29,0,57,31,0
23,0,55,63,0
27,0,57,26,0
33,1,55,29,0
29,0,57,29,0
43,1,61,43,0
39,1,57,24,0
72,2,57,47,0
55,1,59,45,0
48,1,58,46,0
67,2,56,52,0
58,1,58,36,0
71,2,57,51,0
65,2,56,40,0
58,2,60,47,0
90,3,57,54,0
141,5,57,42,0
121,4,59,48,0
128,4,58,51,0
159,6,57,51,0
174,6,58,44,0
153,6,58,42,0
211,8,57,40,0
226,9,55,38,0
263,10,55,36,0
240,9,56,38,0
287,11,55,34,0
328,13,55,34,0
320,13,54,32,0
329,14,54,33,0
324,14,53,33,0
307,12,54,34,0
296,12,55,38,0
313,13,55,34,0
294,12,55,35,0
320,13,53,32,0
312,13,54,35,0
324,13,56,35,0
304,12,56,34,0
286,11,56,35,0
238,9,57,43,0
224,8,58,43,0
194,7,57,44,0
197,7,58,48,0
175,6,59,41,0
160,6,58,43,0
166,6,58,45,0
203,7,58,45,0
216,8,57,42,0
210,8,56,44,0
205,8,57,42,0
278,11,55,37,0
328,14,52,30,0
377,17,51,27,0
384,18,51,28,0
358,16,51,29,0
382,19,47,23,0
398,20,46,23,0
367,17,50,26,0
391,19,47,25,0
375,18,50,28,0
377,18,48,26,0
342,16,48,28,0
328,15,51,30,0
306,13,52,33,0
245,10,55,37,0
277,12,54,35,0
212,8,55,44,0
170,6,56,47,0
201,8,56,41,0
175,7,55,43,0
110,4,56,53,0
109,4,56,44,0
113,4,56,43,0
90,3,56,47,0
62,2,56,55,0
84,3.2,57.21,43.09,0
69,2,56,44,0
56,1,57,42,0
44,1,60,51,0
33,0,57,31,0
39,1,63,44,0
29,0,59,31,0
20,0,58,27,0
18,0,54,17,0
19,0,59,30,0
6,0,57,0,0
12,0,57,0,0
14,0,57,0,0
12,0,59,9,0
7,0,58,0,0
8,0,57,0,0
18,0,53,32,0
9,0,59,12,0
9,0,62,0,0
20,0,61,41,0
18,0,59,28,0
32,1,58,34,0
29,0,58,34,0
37,1,58,36,0
63,2,59,51,0
86,3,58,52,0
142,5,56,42,0
263,11,53,36,0
274,12,53,37,0
346,16,50,29,1
422,39,30,13,1
446,42,29,11,1
457,42,30,11,0
369,22,41,23,0
352,15,52,31,0
399,18,49,26,0
377,16,52,29,0
363,16,52,30,0
358,16,52,29,0
368,16,52,30,0
340,15,52,31,0
332,14,53,34,0
335,15,52,32,0
308,13,55,36,0
346,15,53,32,0
340,14,52,32,0
345,15,52,30,0
374,16,51,29,0
389,18,51,26,0
352,15,52,30,0
359,16,52,30,0
376,17,52,28,0
399,18,51,26,0
348,15,53,32,0
396,18,51,27,1
375,34,36,18,1
299,54,19,9,1
463,36,34,13,1
464,44,27,9,1
455,43,29,10,1
370,45,27,12,1
420,45,25,9,0
447,41,28,11,0
333,13,55,33,0
433,20,50,24,0
463,22,49,21,0
450,24,45,21,0
443,23,46,21,1
426,37,36,14,0
391,18,50,26,0
397,18,49,26,0
390,18,50,27,0
378,18,49,27,0
398,18,50,26,1
421,36,34,15,0
412,32,35,16,0
388,17,50,28,0
386,18,48,25,0
380,17,49,27,0
392,19,48,26,0
338,15,51,31,0
349,16,51,31,0
356,16,51,31,0
339,15,51,31,0
324,14,51,32,0
302,13,52,34,0
283,12,52,36,0
244,9,54,41,0
222,9,54,41,0
264,11,54,41,0
241,10,53,37,0
161,6,55,44,0
130,5,57,48,0
114,4,56,47,0
173,7,55,43,0
135,5,56,47,0
83,3,58.35,53.25,0
74,2,58,44,0
65,2,56,45,0
56,1,59,40,0
49,1,56,47,0
41,1,59,49,0
36,1,57,31,0
39,1,56,56,0
31,0,57,33,0
31,0,57,20,0
16,0,58,43,0
23,0,56,36,0
30,0,58,25,0
24,0,55,25,0
26,0,59,11,0
17,0,56,51,0
16,0,57,14,0
19,0,55,20,0
14,0,57,23,0
18,0,56,20,0
14,0,60,1,0
11,0,58,21,0
24,0,59,37,0
20,0,61,13,0
29,0,58,27,0
34,1,60,41,0
68,2,60,47,0
105,3,58,56,0
79,2,58,53,0
76,2,57,40,0
121,4,58,47,0
136,5,55,47,0
111,4,56,45,0
90,3,59,46,0
103,4,55,38,0
124,4,58,48,0
109,4,59,53,0
109,3,60,53,0
113,4,59,57,0
140,5,58,45,0
172,7,57,37,0
158,6,58,43,0
169,6,57,39,0
207,8,56,40,0
240,9,56,37,0
255,10,58,40,0
277,11,55,35,0
287,12,55,35,0
315,13,53,30,0
317,13,54,32,0
299,13,54,34,0
329,14,54,30,0
326,14,53,31,0
307,13,54,32,0
372,17,52,28,0
291,12,55,37,0
284,12,55,40,0
301,12,54,33,0
280,11,57,39,0
261,10,56,39,0
225,9,57,43,0
182,7,58,45,0
181,7,57,45,0
143,5,58,48,0
158,6,60,48,0
165,6,58,46,0
139,5,59,45,0
172,7,57,44,0
200,8,57,39,0
191,7,56,41,0
231,9,57,41,0
260,10,55,38,0
251,10,55,37,0
276,11,55,35,0
269,11,54,35,0
320,14,53,32,0
278,11,54,37,0
266,11,54,37,0
296,12,54,35,0
274,11,54,37,0
278,12,53,36,0
255,10,53,37,0
250,10,53,37,0
221,9,54,43,0
213,8,55,44,0
185,7,56,49,0
194,7,56,49,0
198,8,54,40,0
159,6,56,47,0
141,5,54,42,0
133,5,56,45,0
103,3,58,45,0
82,2,58,58,0
82,2,56,46,0
78,2,57,57,0
74,2,57,57,0
38,1.27,58.98,27.98,0
34,0,58,44,0
34,0,58,49,0
17,0,58,24,0
17,0,57,34,0
15,0,56,41,0
13,0,60,28,0
9,0,67,0,0
5,0,58,0,0
7,0,58,0,0
8,0,65,15,0
7,0,60,0,0
7,0,66,0,0
11,0,60,10,0
6,0,58,0,0
8,0,61,20,0
9,0,67,0,0
10,0,57,34,0
16,0,58,21,0
11,0,58,0,0
10,0,65,14,0
21,0,62,30,0
21,0,56,11,0
41,1,58,38,0
67,2,58,59,0
63,2,59,47,0
166,6,55,48,0
273,12,54,36,0
315,14,51,29,0
385,18,48,25,0
478,38,30,11,0
459,36,32,13,0
457,38,30,12,0
362,16,50,29,0
462,32,35,15,0
439,24,44,21,0
499,35,34,12,0
500,34,35,13,1
466,34,35,14,0
372,17,51,29,0
345,15,51,33,0
361,16,52,31,0
367,16,52,29,0
342,15,52,32,0
348,15,52,31,0
344,15,51,29,0
365,17,51,29,0
375,17,51,29,0
371,16,52,27,0
363,16,52,30,0
437,27,40,19,0
511,30,42,15,0
360,18,48,27,0
360,16,52,29,1
449,27,43,19,0
472,33,37,15,1
463,49,24,8,1
438,50,23,8,1
465,45,26,9,1
461,49,24,8,1
463,44,28,10,1
481,34,38,15,0
478,35,36,14,0
469,25,45,19,0
434,21,50,23,0
478,25,46,19,0
473,24,46,20,0
459,25,46,20,1
494,29,41,16,0
427,24,43,20,0
445,20,50,23,0
386,18,50,27,1
447,27,42,18,1
446,36,32,13,1
413,46,26,10,1
390,49,23,9,1
408,45,27,10,0
428,48,23,8,1
419,37,31,13,1
404,44,24,10,0
417,31,34,16,0
344,15,51,30,0
357,16,51,29,0
317,14,51,33,0
328,14,51,33,0
284,12,52,35,0
284,12,52,35,0
258,11,53,41,0
246,10,54,37,0
268,11,53,36,0
236,9,54,38,0
193,8,55,46,0
135,5,57,50,0
113,4,57,52,0
132,5,55,49,0
83,2,58,47,0
74,2.52,58.58,66.53,0
71,2,56,53,0
75,2,57,51,0
67,2,58,57,0
61,2,57,52,0
51,1,57,44,0
40,1,62,50,0
42,1,56,40,0
28,0,58,22,0
27,0,63,53,0
32,0,62,25,0
29,0,57,22,0
17,0,55,4,0
15,0,59,18,0
22,0,56,28,0
19,0,56,28,0
20,0,62,0,0
28,0,61,17,0
20,0,59,49,0
25,0,59,38,0
13,0,62,47,0
22,0,56,42,0
18,0,57,29,0
28,0,58,18,0
28,0,57,34,0
26,0,60,16,0
64,2,59,46,0
98,3,56,43,0
65,2,59,64,0
84,3,56,45,0
99,3,55,39,0
101,3,59,54,0
105,4,56,51,0
100,4,55,44,0
109,4,56,48,0
92,3,57,43,0
115,4,58,52,0
117,4,58,44,0
136,5,59,45,0
159,6,58,44,0
178,7,57,42,0
176,7,56,41,0
196,7,57,43,0
248,10,55,35,0
272,11,55,35,0
256,11,54,35,0
289,12,54,35,0
342,15,53,29,0
292,12,54,33,0
324,14,53,33,0
332,14,53,30,0
338,14,54,30,0
346,15,54,31,0
367,17,51,27,0
366,16,52,29,0
349,15,53,30,0
385,18,51,28,0
344,15,53,31,0
334,14,54,32,0
284,12,55,35,0
197,8,57,41,0
201,7,58,42,0
173,6,58,45,0
142,5,60,51,0
138,5,58,46,0
140,5,57,49,0
186,7,58,40,0
178,7,59,40,0
197,7,57,38,0
160,6,57,45,0
191,7,58,44,0
215,8,56,42,0
239,10,55,38,0
244,10,55,36,0
253,10,54,38,0
275,12,53,35,0
270,11,52,36,0
286,13,52,32,0
290,12,53,34,0
267,11,53,36,0
282,12,52,33,0
288,13,51,30,0
257,11,54,36,0
256,10,54,38,0
218,9,54,40,0
218,9,54,38,0
225,9,53,38,0
189,7,56,46,0
161,6,56,45,0
176,7,54,41,0
121,4,57,47,0
107,4,56,45,0
110,4,57,53,0
81,2,58,60,0
80,2,57,58,0
81,2,58,64,0
73,2.6,56.76,48.13,0
65,2,59,54,0
59,1,59,42,0
50,1,59,49,0
44,1,59,48,0
42,1,57,37,0
29,0,61,43,0
27,0,60,27,0
21,0,57,58,0
21,0,61,7,0
19,0,59,7,0
14,0,57,13,0
19,0,57,48,0
11,0,62,0,0
14,0,59,24,0
11,0,56,21,0
14,0,58,0,0
14,0,58,13,0
7,0,58,0,0
12,0,59,11,0
11,0,60,8,0
21,0,58,37,0
14,0,57,4,0
42,1,61,47,0
52,1,59,46,0
82,2,58,51,0
124,4,58,52,0
229,9,54,40,0
287,12,53,34,0
366,18,49,27,0
455,29,39,17,1
474,43,28,10,0
419,25,41,20,0
341,15,52,31,0
322,14,52,32,0
350,16,51,30,0
339,15,52,32,0
334,15,52,32,0
342,16,51,30,0
371,16,52,30,0
296,12,53,34,0
428,21,47,23,0
430,21,48,22,0
404,19,50,26,0
376,18,50,25,0
452,30,39,17,1
419,31,37,17,0
368,16,52,29,0
382,17,51,28,0
379,17,51,27,0
368,16,53,31,0
363,16,53,31,0
363,16,52,30,0
394,18,51,27,0
380,17,51,28,0
417,19,51,25,0
399,17,51,26,0
421,19,50,25,1
448,48,24,8,0
454,48,23,8,1
446,47,25,8,0
486,37,34,12,1
447,35,34,15,0
440,20,50,24,0
384,17,50,26,0
421,19,50,24,0
472,23,48,21,0
458,24,45,20,0
458,30,39,16,0
481,26,44,18,1
443,34,35,15,0
403,19,49,25,0
432,21,47,22,0
460,35,35,14,1
415,44,26,10,1
420,32,36,16,1
435,45,24,9,0
435,42,25,9,1
416,45,25,10,1
405,41,27,11,0
340,17,47,28,0
432,22,45,22,0
347,17,47,27,0
325,14,50,32,0
302,13,52,34,0
286,12,51,36,0
280,11,53,36,0
274,11,54,38,0
267,11,53,37,0
258,10,54,35,0
228,9,55,39,0
180,7,56,45,0
117,4,56,49,0
124,4,57,45,0
104,4,57,55,0
103,3,56,49,0
89,3.41,56.62,45.84,0
93,3,58,59,0
79,2,57,48,0
80,2,58,44,0
68,2,58,47,0
64,2,57,53,0
39,1,56,31,0
55,1,56,46,0
38,1,58,46,0
35,1,57,40,0
27,0,57,50,0
29,0,58,29,0
21,0,56,7,0
25,0,62,20,0
24,0,58,42,0
20,0,59,18,0
32,0,59,32,0
22,0,61,47,0
30,0,58,25,0
29,0,57,20,0
22,0,58,22,0
23,0,58,16,0
22,0,58,20,0
38,1,58,19,0
42,1,57,42,0
43,1,61,34,0
71,2,58,44,0
88,3,57,55,0
104,3,57,45,0
101,4,55,55,0
146,6,55,45,0
168,7,54,41,0
171,7,54,42,0
137,5,54,41,0
151,6,56,50,0
172,7,55,47,0
179,7,57,44,0
205,8,55,38,0
217,9,54,41,0
260,11,54,38,0
258,11,53,37,0
261,11,55,37,0
267,11,53,33,0
288,12,53,36,0
342,15,52,30,0
340,16,50,27,0
389,18,50,28,0
409,22,46,23,0
429,24,44,20,0
414,21,46,23,0
427,22,45,22,0
445,25,43,19,0
432,27,40,18,0
415,21,46,23,0
430,24,43,20,0
439,24,44,21,0
453,26,43,19,0
447,22,49,22,0
436,25,42,20,0
407,18,51,26,0
328,14,53,31,0
293,12,55,33,0
268,11,56,36,0
236,9,56,36,0
220,9,56,41,0
228,9,55,42,0
221,8,58,41,0
258,11,55,39,0
297,13,53,33,0
252,10,55,37,0
265,11,54,36,0
306,13,53,34,0
308,13,53,32,0
310,14,52,32,0
265,11,54,37,0
279,12,51,34,0
317,14,51,31,0
323,15,50,31,0
356,18,46,26,0
290,13,51,30,0
308,14,49,31,0
286,13,51,35,0
316,14,50,31,0
286,13,51,34,0
266,12,52,36,0
266,12,50,32,0
226,9,53,38,0
245,10,53,39,0
364,17,50,29,0
369,16,51,30,0
335,15,51,32,0
184,7,55,46,0
125,4,56,45,0
107,4,56,49,0
70,2,55,40,0
69,2,56,52,0
55,1.81,56.3,49.23,0
101,4,55,49,0
119,4,55,50,0
117,4,56,54,0
89,3,56,48,0
79,2,56,47,0
71,2,57,37,0
77,2,54,43,0
36,1,58,40,0
46,1,57,34,0
34,1,55,39,0
27,0,55,21,0
32,0,56,29,0
33,1,56,25,0
25,0,55,39,0
26,0,57,25,0
28,0,56,44,0
29,0,58,9,0
27,0,59,12,0
22,0,56,15,0
31,0,58,24,0
30,0,57,37,0
18,0,55,32,0
29,0,57,25,0
23,0,56,25,0
41,1,58,30,0
44,1,58,32,0
86,3,56,47,0
62,2,57,40,0
58,2,58,53,0
81,2,58,48,0
71,2,56,61,0
71,2,60,44,0
67,2,56,44,0
88,3,58,41,0
87,3,58,46,0
108,4,57,59,0
113,4,57,50,0
132,5,58,45,0
141,5,58,52,0
132,5,57,46,0
135,5,59,46,0
160,6,58,45,0
195,8,57,40,0
195,7,56,38,0
244,10,54,35,0
258,11,55,35,0
287,12,53,33,0
321,14,53,32,0
337,14,53,31,0
364,16,52,29,0
352,15,53,29,0
350,15,53,29,0
325,14,54,31,0
346,14,53,30,0
343,15,52,31,0
372,16,53,30,0
339,14,53,32,0
327,13,54,34,0
317,13,54,35,0
275,11,55,39,0
251,10,57,39,0
272,11,55,34,0
246,10,56,36,0
233,9,56,39,0
228,9,56,42,0
254,10,56,36,0
310,13,53,30,0
288,12,53,36,0
318,14,53,32,0
385,18,50,26,0
364,17,51,27,0
393,19,50,26,0
422,20,49,24,0
413,22,47,23,0
407,25,44,22,1
346,27,40,23,0
345,15,51,31,0
350,15,51,30,0
322,14,52,33,0
315,14,52,34,0
323,14,52,33,0
342,14,53,34,0
269,11,53,36,0
266,11,54,36,0
252,10,54,42,0
208,8,56,45,0
218,9,54,41,0
211,8,55,41,0
178,7,55,42,0
180,7,56,45,0
149,5,58,51,0
121,4,56,37,0
110,4,57,51,0
104,4,56,53,0
79,2,58,51,0
55,1.79,56.91,41.56,0
66,2,57,48,0
57,1,58,45,0
47,1,59,54,0
33,0,58,31,0
40,1,58,50,0
26,0,62,27,0
17,0,56,28,0
19,0,57,23,0
18,0,56,14,0
13,0,59,25,0
8,0,62,0,0
11,0,61,0,0
6,0,58,0,0
8,0,66,0,0
10,0,63,8,0
9,0,58,0,0
10,0,57,6,0
4,0,57,0,0
16,0,61,14,0
17,0,62,10,0
22,0,61,22,0
31,0,59,45,0
47,1,61,36,0
64,2,60,36,0
79,2,57,51,0
155,6,55,45,0
305,14,52,31,0
376,19,48,26,0
418,25,41,20,1
451,45,26,9,0
472,30,38,15,0
457,38,31,12,1
465,33,35,14,0
479,30,38,16,0
424,50,21,7,1
429,48,22,7,1
422,49,22,8,1
427,46,25,9,1
451,44,26,9,1
434,46,24,9,1
451,44,26,9,1
404,39,29,13,0
345,16,51,30,0
310,13,52,33,0
339,15,52,31,0
340,15,52,31,0
316,14,52,35,0
370,17,50,29,0
360,17,48,29,0
462,34,35,14,0
367,17,49,28,0
358,16,50,29,0
382,17,51,28,0
375,16,51,29,0
401,18,51,27,0
403,19,50,26,0
446,23,46,22,1
421,51,23,8,1
422,50,23,8,1
438,49,24,8,1
454,50,24,8,1
441,52,21,7,0
470,45,27,9,1
418,35,35,16,0
329,14,53,34,0
367,16,52,30,0
368,16,53,30,0
349,15,52,32,0
399,18,50,26,0
463,27,43,18,0
406,21,46,24,0
420,32,35,16,0
450,23,46,22,1
425,46,24,9,0
444,34,34,15,1
388,31,34,17,1
436,35,33,14,1
446,41,28,11,1
407,28,38,19,0
346,15,50,30,0
360,16,51,30,0
350,16,49,29,0
325,14,51,34,0
289,12,52,36,0
299,13,52,36,0
289,12,52,36,0
221,9,54,44,0
221,9,54,44,0
240,10,54,40,0
210,8,55,42,0
131,5,56,49,0
124,4,57,49,0
93,3,58,52,0
97,3,58,54,0
83,3,57,53,0
68,2.79,56.09,57.05,0
56,1,59,40,0
60,2,58,42,0
33,0,57,25,0
28,0,60,27,0
24,0,61,32,0
21,0,57,8,0
18,0,61,0,0
13,0,57,17,0
12,0,56,0,0
15,0,58,1,0
13,0,57,6,0
6,0,61,0,0
9,0,60,0,0
9,0,61,12,0
12,0,57,0,0
16,0,56,16,0
8,0,58,0,0
15,0,56,35,0
12,0,61,25,0
19,0,61,13,0
19,0,62,1,0
29,0,57,29,0
39,1,60,54,0
49,1,57,55,0
77,3,58,48,0
158,6,55,43,0
302,13,54,34,0
334,15,51,31,1
398,25,41,20,1
444,40,29,11,0
475,33,35,15,1
459,36,35,14,0
461,41,28,10,1
354,38,24,8,0
468,36,32,12,0
458,27,41,18,1
473,40,30,11,0
411,19,50,25,0
459,25,45,20,0
395,27,36,17,0
367,16,51,29,0
323,14,52,34,0
320,14,52,33,0
321,13,53,34,0
347,15,52,31,0
351,15,53,31,0
359,15,52,30,0
335,15,52,31,1
362,20,49,27,0
346,16,52,31,0
383,16,52,28,0
368,16,52,30,0
365,15,52,30,0
370,16,52,29,0
394,18,50,27,0
387,17,52,28,0
431,20,48,23,1
486,46,27,9,1
439,49,23,8,1
465,41,30,11,0
499,36,35,13,1
422,47,25,9,1
483,31,41,17,0
475,28,41,17,0
433,23,45,21,0
494,27,43,17,1
468,31,38,15,0
470,25,45,19,0
463,36,33,13,1
435,42,29,11,0
404,18,49,26,1
481,37,33,12,0
437,40,28,11,0
437,31,35,16,1
420,47,24,8,1
411,48,24,8,0
390,20,45,24,0
421,37,30,13,0
417,32,34,16,0
377,17,49,27,0
365,16,50,29,0
356,16,49,29,0
309,13,51,34,0
302,13,52,35,0
321,14,51,34,0
282,11,52,34,0
232,9,54,39,0
221,9,54,43,0
237,9,54,39,0
232,9,54,33,0
122,4,57,47,0
119,4,57,45,0
99,3,56,54,0
104,4,56,47,0
80,2,58,50,0
76,2.74,57.26,50.58,0
58,2,57,52,0
58,1,57,54,0
39,1,58,48,0
22,0,60,18,0
22,0,59,38,0
32,0,60,24,0
19,0,58,7,0
14,0,57,2,0
11,0,62,0,0
13,0,60,18,0
15,0,60,10,0
13,0,57,46,0
8,0,60,0,0
8,0,65,27,0
13,0,58,7,0
12,0,64,2,0
9,0,52,12,0
19,0,56,13,0
18,0,60,15,0
13,0,62,10,0
16,0,58,20,0
22,0,57,19,0
39,1,60,31,0
52,1,59,42,0
68,2,57,35,0
171,7,55,42,0
321,14,52,30,0
330,15,50,30,0
416,25,40,19,1
415,48,23,8,1
415,50,22,8,1
451,40,28,11,1
400,27,38,18,1
365,40,29,13,1
425,49,22,8,1
412,49,21,8,1
409,47,24,9,1
427,48,24,8,0
432,45,24,9,0
429,49,22,8,1
426,42,27,10,0
444,40,27,10,0
437,28,37,17,0
408,22,44,22,0
448,30,38,16,0
452,28,40,17,0
430,30,37,17,0
344,16,51,30,0
361,17,50,29,0
411,20,49,24,0
488,35,34,13,0
482,31,40,16,1
438,32,35,15,0
389,18,51,28,0
422,20,49,25,0
488,33,36,14,1
437,50,24,8,1
443,52,22,7,1
431,49,24,8,1
442,48,24,8,1
439,49,23,8,0
466,50,23,7,1
456,47,26,8,0
418,21,46,23,0
457,22,48,22,0
485,29,40,16,1
456,34,34,14,0
403,20,47,24,1
408,28,40,19,1
432,26,43,20,0
394,18,50,26,0
389,17,50,27,0
436,28,42,19,1
398,44,26,10,1
429,41,28,11,0
427,37,31,13,0
430,33,34,15,1
434,43,25,10,0
412,27,38,18,0
