CAMPAÑA,PROVINCIA,MUNICIPIO,CODPARCELA,_05_Comarca,_07_Zona_homogénea,_01_Superf_cultivada_en_la_Parcela_Agrícola_ha_,_02_Pendiente_,_03_Textura_del_Suelo,_04_Secano_Regadío,_08_Utilización_de_cubierta_vegetal,_01_Variedad,_02_Clon,_04_Patrón,_06_Formas_de_Poda,_07_Marco_m_x_m_,_08_Densidad_Plantas_ha_,_09_Sistemas_de_Conducción
2007,Cádiz,Jerez de la Frontera,005-00071-00-01,CAMPIÑA DE CADIZ,CA/VD/03,"7,191",,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,005-00079-00-10,CAMPIÑA DE CADIZ,,"32,8",4,,Secano,No,Palomino fino Pedro Ximenez (10 Has),,"161-49 Couderc, 13-5 EVEX y Cabernet","Vara y pulgar, cordon doble","2,40 X 1,20",3472,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,005-00086-00-00,CAMPIÑA DE CADIZ,,"10,98",6,,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"2,40 X 1,20",3472,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,005-00095-00-00,CAMPIÑA DE CADIZ,,"33,09",5,,Secano,No,Palomino Fino,,"161-49 Couderc, 13-5 EVEX y Cabernet","Vara y pulgar, cordon doble","2,40 X 1,20",3472,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,005-00098-00-A1,CAMPIÑA DE CADIZ,CA/VD/03,"9,15",20,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,005-00117-00-00,CAMPIÑA DE CADIZ,,"23,72",3,,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,,,
2007,Cádiz,Jerez de la Frontera,005-00120-00-30,CAMPIÑA DE CADIZ,,29,6,,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"2,40 X 1,20",3472,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,005-00141-00-00,CAMPIÑA DE CADIZ,,"14,27",3,,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,,,
2007,Cádiz,Jerez de la Frontera,013-00001-00-10,CAMPIÑA DE CADIZ,,"36,85",10,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"1,15 X 2,40",3623,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,013-00001-00-20,CAMPIÑA DE CADIZ,,"36,85",10,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"1,15 X 2,40",3623,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,013-00015-00-00,CAMPIÑA DE CADIZ,,"14,54",8,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"1,15 X 2,40",3623,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,013-00016-00-00,CAMPIÑA DE CADIZ,,"9,05",12,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"1,15 X 2,40",3623,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,085-00020-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"4,6471",3,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,00 X 1,30",3846,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,088-00001-00-00,CAMPIÑA DE CADIZ,,"34,83",8,Albarizas,Secano,No,Palomino Fino,,61- Richter,Vara y pulgar jerezana,"1,20 X 2,30",3623,
2007,Cádiz,Jerez de la Frontera,088-00002-00-00,CAMPIÑA DE CADIZ,,"13,41",8,Albarizas,Secano,No,Palomino Fino,,61- Richter,Vara y pulgar jerezana,2.5 x 1.15,3076,
2007,Cádiz,Jerez de la Frontera,090-00011-00-00,CAMPIÑA DE CADIZ,,"18,86",5,Albarizas,Secano,,Palomino Fino,,61 Richter  Cavernet,"Vara y pulgar, cordon doble",2 X 1.30   2.3 X 1.15,3846,
2007,Cádiz,Jerez de la Frontera,091-00003-00-00,CAMPIÑA DE CADIZ,,"20,12",3,Albarizas,Secano,No,Palomino Fino,,,"Vara y pulgar, cordon doble",,,
2007,Cádiz,Jerez de la Frontera,092-00004-00-10,CAMPIÑA DE CADIZ,,28,4,Albarizas,,No,Palomino Fino,,161-49 Couderc,Cordón doble,"2,3  X 1,20",3623,
2007,Cádiz,Jerez de la Frontera,092-00004-00-20,CAMPIÑA DE CADIZ,,"28,13",4,Albarizas,,No,Palomino    Tintilla,,13-5 EVEX,Cordón doble,"2,3  X 1,20",3623,
2007,Cádiz,Jerez de la Frontera,094-00010-00-00,CAMPIÑA DE CADIZ,,"35,17",4,Albarizas,,No,Palomino Fino,,,Cordón doble,"2,3  X 1,20",3623,
2007,Cádiz,Jerez de la Frontera,094-00048-00-00,CAMPIÑA DE CADIZ,,"13,48",2,Albarizas,,No,Palomino Fino,,,Cordón doble,"2,30 X 1,15",3787,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,096-00006-00-00,CAMPIÑA DE CADIZ,,"21,21",3,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"1,20 X 2,30",3623,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,096-00008-00-A5,CAMPIÑA DE CADIZ,CA/VD/03,"9,26",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,20 x 1,30",3500,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,096-00032-00-00,CAMPIÑA DE CADIZ,,"12,05",3,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"2,20 X 1.15",3952,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,097-00069-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"7,790",,Albarizas,Secano,No,Palomino de Jerez,,161-49 Couderc,Vara y pulgar jerezana,"2,30 X 1,15",3700,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,097-00095-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"4,025",,,,,Palomino de Jerez,,,Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,097-00099-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"5,366",5,Albarizas,Secano,No,Palomino Fino,California,161-49 Couderc,Vara y pulgar jerezana,"2,20 X 1.15",3953,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,097-00102-00-00,CAMPIÑA DE CADIZ,,14,2,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"2,00 X 1.10",4545,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,098-00014-00-00,CAMPIÑA DE CADIZ,CA/VD/03,5,,,Secano,,Palomino Fino,,,Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,099-00024-00-04,CAMPIÑA DE CADIZ,CA/VD/03,15,4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,"Vara y pulgar, Cordón",2.40 x 1.15,3600,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,099-00027-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"15,77",7,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc y 140 Ruggeri,Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,100-00029-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"5,22",15,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,00 X 1,30",3800,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,101-00008-00-10,CAMPIÑA DE CADIZ,,"32,65",5,Albarizas,Secano,No,Palomino Fino,,"161-49 Couderc, 13-5 EVEX y Cabernet",Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,101-00008-00-20,CAMPIÑA DE CADIZ,,"19,35",5,Albarizas,Secano,No,Palomino Fino,,"161-49 Couderc, 13-5 EVEX y Cabernet",Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,101-00011-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"16,21",15,Albarizas,Secano,No,Palomino Fino,California,161-49 Couderc y 13-5 EVEX,Vara y pulgar jerezana,"2.,20 X 1,10 y 2,20 X 1,35",,
2007,Cádiz,Jerez de la Frontera,101-00025-00-00,CAMPIÑA DE CADIZ,,"15,5",4,Albarizas,Secano,No,Palomino Fino,,"161-49 Couderc, 13-5 EVEX y Cabernet",Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,101-00029-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"2,233",,,,,,,,,,,
2007,Cádiz,Jerez de la Frontera,101-00091-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"2,236",,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,30 X 1,15",3700,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,101-00106-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"2,15",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc y 140 Ruggeri,Vara y pulgar jerezana,"2,00 X 1,30",3800,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,102-00003-00-00,CAMPIÑA DE CADIZ,,"27,70",5,Albarizas,Secano,No,Palomino Fino,,"161-49 Couderc, 13-5 EVEX y Cabernet",Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,102-00007-00-00,CAMPIÑA DE CADIZ,CA/VD/03,8,4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,2.40 x 1.15,3600,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,103-00006-00-A2,CAMPIÑA DE CADIZ,CA/VD/03,"7,623",7,Albarizas,Secano,No,Palomino Fino,Palomino California,161-49 Couderc,Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,104-00015-00-A1,CAMPIÑA DE CADIZ,CA/VD/03,"23,11",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,104-00016-00-A2,CAMPIÑA DE CADIZ,CA/VD/03,"24,42",10,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,00 X 1.20",4150,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,104-00044-00-A1,CAMPIÑA DE CADIZ,CA/VD/03,"2,47",15,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,105-00018-00-B3,CAMPIÑA DE CADIZ,CA/VD/03,"1,93",5,Albarizas,Regadio,No,Tempranillo,RJ-43,"1,103 Paulsen",Cordón doble,2.30 X 1.20,3623,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,111-00017-00-00,CAMPIÑA DE CADIZ,,35,3,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,30 X 1,15",3782,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,119-00023-00-00,CAMPIÑA DE CADIZ,,25,6,Albarizas,,No,Palomino Fino,,41-B Millardet y Grasset,Vara y pulgar jerezana,2.5 X 1.1  2.3 X 1.2,3636,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,119-00023-00-20,CAMPIÑA DE CADIZ,,25,6,Albarizas,,No,Palomino Fino,,,Vara y pulgar jerezana,2.5 X 1.1  2.3 X 1.2,3571,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,119-00023-00-30,CAMPIÑA DE CADIZ,,25,6,Albarizas,,No,Palomino Fino,,,Vara y pulgar jerezana,2.5 X 1.1  2.3 X 1.2,3571,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,119-00023-00-50,CAMPIÑA DE CADIZ,,25,6,Albarizas,,No,Palomino Fino,,,Vara y pulgar jerezana,2.5 X 1.1  2.3 X 1.2,3571,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,119-00023-00-60,CAMPIÑA DE CADIZ,,25,6,Albarizas,,No,Palomino Fino,,,Vara y pulgar jerezana,2.5 X 1.1  2.3 X 1.2,3571,Espaldera vertical
2007,Cádiz,Jerez de la Frontera,119-00040-00-00,CAMPIÑA DE CADIZ,,25,2,Albarizas,,No,Palomino Fino,,41 B,Vara y pulgar jerezana,"2,40 X 1,20",3470,
2007,Cádiz,Jerez de la Frontera,119-00040-00-40,CAMPIÑA DE CADIZ,,25,7,Albarizas,,No,Palomino Fino,,161-49 Couderc,Cordón doble,"2,40 X 1,20",3470,
2007,Cádiz,Jerez de la Frontera,119-00040-00-50,CAMPIÑA DE CADIZ,,"12,5",3,Albarizas,,No,Palomino Fino,,161-49 Couderc,Cordón doble,"2,40 X 1,20",3470,
2007,Cádiz,Jerez de la Frontera,146-00005-00-00,CAMPIÑA DE CADIZ,,,,,,,,,,,,,
2007,Cádiz,Jerez de la Frontera,146-00005-00-03,CAMPIÑA DE CADIZ,CA/VD/03,9,7,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,2.40 x 1.15,3600,Espaldera vertical
2007,Cádiz,Puerto Real,015-00104-00-00,LA JANDA,CA/VD/03,"1,81",0,Barros,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar simple,"1,40 X1,20",,Espaldera vertical
2007,Cádiz,Puerto Real,015-00173-00-00,LA JANDA,CA/VD/03,"6,835",,Barros,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar simple,"2,30 X 1,15",,Espaldera vertical
2007,Cádiz,Rota,016-00093-00-B1,COSTA NOROESTE DE CADIZ - II,E4.V2,"5,769",,,,,,,,,,,
2007,Cádiz,Rota,019-00042-00-00,COSTA NOROESTE DE CADIZ - II,CA/VD/02,"0,675",,,,,Listán,,,,,,
2007,Cádiz,Sanlucar de Barrameda,005-00078-00-00,COSTA NOROESTE DE CADIZ,CA/VD/02,"4,314",,Albarizas y Lustrillos,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,80 X 1,40",3968,Espaldera vertical
2007,Cádiz,Sanlucar de Barrameda,006-00061-00-00,COSTA NOROESTE DE CADIZ,CA/VD/02,"1,425",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,70 X 1,40",,Espaldera vertical
2007,Cádiz,Sanlucar de Barrameda,008-00007-00-00,COSTA NOROESTE DE CADIZ,CA/VD/02,"10,03",,,,,Palomino Fino,,161-49 Couderc y 140 Ruggeri,,,,
2007,Cádiz,Sanlucar de Barrameda,010-00070-00-A2,COSTA NOROESTE DE CADIZ,CA/VD/02,"3,48",1,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,70 X 1,35",4357,Espaldera vertical
2007,Cádiz,Sanlucar de Barrameda,011-00046-00-A2,COSTA NOROESTE DE CADIZ,CA/VD/02,"1,519",3,,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,54 X 1,54",,Espaldera vertical
2007,Cádiz,Sanlucar de Barrameda,011-00074-00-00,COSTA NOROESTE DE CADIZ,CA/VD/02,"3,189",,Albarizas y Bujeos albarizos,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,80 X 1,45",,Espaldera vertical
2007,Cádiz,Sanlucar de Barrameda,012-00015-00-A2,COSTA NOROESTE DE CADIZ,CA/VD/02,"8,027",,Albarizas y Bujeos albarizos,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,54 X 1,54 y 1,80 X 1,40",4092,Espaldera vertical
2007,Cádiz,Sanlucar de Barrameda,012-00086-00-B1,COSTA NOROESTE DE CADIZ,CA/VD/02,"3,94",1,Albarizas,Secano,No,Palomino Fino,,,,,,Espaldera vertical
2007,Cádiz,Sanlucar de Barrameda,012-00124-00-A3,COSTA NOROESTE DE CADIZ,CA/VD/02,"3,102",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,54 X 1,54",4216,Espaldera vertical
2007,Cádiz,Sanlucar de Barrameda,012-00172-00-A1,COSTA NOROESTE DE CADIZ,CA/VD/02,"9,26",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,20 x 1,30",3500,Espaldera vertical
2007,Cádiz,Sanlucar de Barrameda,013-00031-00-A0,COSTA NOROESTE DE CADIZ,CA/VD/02,"0,78",,Albarizas y Lustrillos,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,55 X 1,55",4162,Espaldera vertical
2007,Cádiz,Sanlucar de Barrameda,014-00072-00-B1,COSTA NOROESTE DE CADIZ,CA/VD/02,"0,20",7,Albarizas,Secano,No,Syrah,,161-49 Couderc,Vara y pulgar jerezana,2.10 X 1.35,3527,Espaldera vertical
2007,Cádiz,Sanlucar de Barrameda,017-00072-00-00,COSTA NOROESTE DE CADIZ,,"0,9",0,Arenas,Regadio,No,Merlot,,"1,103 Paulsen",Cordón doble,"1,80 X 1,40",3968,Espaldera vertical
2007,Cádiz,Sanlucar de Barrameda,029-00085-00-00,COSTA NOROESTE DE CADIZ,CA/VD/02,"1,434",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,54 X 1,54",4216,Espaldera vertical
2007,Cádiz,Trebujena,003-00017-00-01,CAMPIÑA DE CADIZ,CA/VD/04,,,,,,,,,,,,
2007,Cádiz,Trebujena,003-00086-00-00,CAMPIÑA DE CADIZ,CA/VD/04,,,,,,Palomino Fino,,,,,,
2007,Cádiz,Trebujena,004-00117-00-01,CAMPIÑA DE CADIZ,CA/VD/04,"1,029",9,Albarizas,Secano,No,Palomino Fino,,,,,,
2007,Cádiz,Trebujena,005-00006-00-01,CAMPIÑA DE CADIZ,CA/VD/04,"2,03",5,Albarizas,Secano,No,Palomino Fino,,"1,103 Paulsen",Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Trebujena,006-00068-00-00,CAMPIÑA DE CADIZ,CA/VD/04,"3,88",8,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Trebujena,007-00011-00-OO,CAMPIÑA DE CADIZ,CA/VD/04,,,,,,Palomino Fino,,,,,,
2007,Cádiz,Trebujena,011-00127-00-01,CAMPIÑA DE CADIZ,CA/VD/04,"4,281",4,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"1,30 X 2,00",,Espaldera vertical
2007,Cádiz,Trebujena,011-00128-00-00,CAMPIÑA DE CADIZ,CA/VD/04,,,,,,,,,,,,
2007,Cádiz,Trebujena,013-00086-00-00,CAMPIÑA DE CADIZ,CA/VD/04,"2,21",8,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,,,Espaldera vertical
2007,Cádiz,Trebujena,013-00141-00-01,CAMPIÑA DE CADIZ,CA/VD/04,"5,27",7,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,,,
2007,Córdoba,Lucena,082-00001-00-00,CAMPIÑA ALTA,CO/VD/02,"16,10",0,Albarizas,Secano,No,Pedro Ximenez,,,,"1,20 X 2,00",4166,
2007,Córdoba,Montemayor,003-00115-00-00,CAMPIÑA ALTA - III,CO/VD/02,"0,165",,Franco-arcilloso,Secano,No,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,
2007,Córdoba,Montemayor,004-00546-00-00,CAMPIÑA ALTA - III,CO/VD/02,"0,546",,,Secano,No,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,Sin  apoyos
2007,Córdoba,Montemayor,006-00055-00-00,CAMPIÑA ALTA - III,CO/VD/02,"2,620",,,Regadio,No,Syrah,,"1,103 Paulsen",Cordón doble,"1,2 X 2,5",3333,Espaldera vertical
2007,Córdoba,Montemayor,007-00002-00-00,CAMPIÑA ALTA - III,CO/VD/02,"2,09",,Arcilloso,Secano,No,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,
2007,Córdoba,Montemayor,016-00022-00-00,CAMPIÑA ALTA - III,CO/VD/02,"5,411",,Arcillo-arenoso,Regadio,No,Syrah,,"1,103 Paulsen",Cordón doble,"1,2 X 2,5",3333,Espaldera vertical
2007,Córdoba,Montemayor,017-00186-00-00,CAMPIÑA ALTA - III,CO/VD/02,"0,914",,Arenoso,,No,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,Sin  apoyos
2007,Córdoba,Montemayor,018-00130-00-00,CAMPIÑA ALTA - III,CO/VD/02,"0,646",,Arenoso,,,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,Sin  apoyos
2007,Córdoba,Montemayor,019-00162-00-00,CAMPIÑA ALTA - III,CO/VD/02,"1,932",,Franco-arenoso,Regadio,No,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,Sin  apoyos
2007,Córdoba,Montilla,002-00166-00-00,CAMPIÑA ALTA - III,,,,,,,,,,,,,
2007,Córdoba,Montilla,014-00112-00-00,CAMPIÑA ALTA - III,,,,,,,,,,,,,
2007,Córdoba,Montilla,021-00172-00-00,CAMPIÑA ALTA - III,CO/VD/01,5,6,Albarizas,Regadio,Si,Verdejo,,110 Richter,Cordón simple,2.9X1.40,2480,Espaldera vertical
2007,Córdoba,Montilla,022-00041-00-00,CAMPIÑA ALTA - III,CO/VD/03,"18,84",,Albarizas,,,Pedro Ximenez,,,,3.0 X 3.0,1111,
2007,Córdoba,Monturque,010-00043-00-00,CAMPIÑA ALTA,CO/VD/03,1,0,,Secano,No,Pedro Ximenez,,,,"1,20 X 1,20",6944,
2007,Córdoba,Puente Genil,007-00158-00-00,CAMPIÑA ALTA - II,CO/VD/02,1,0,,,No,Pedro Ximenez,,,,"2,00 X 1.10",4545,
2007,Córdoba,Rambla (La),017-00029-00-00,CAMPIÑA BAJA,CO/VD/02,"1,613",,Franco-arenoso,Regadio,No,Pedro Ximenez,,110 Richter,Cordón doble,2 X 2,2500,Espaldera en V
2007,Córdoba,Rambla (La),018-00013-00-00,CAMPIÑA BAJA,CO/VD/02,"1,370",,Arenoso,Regadio,No,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,Sin  apoyos
2007,Huelva,Almonte,003-00006-00-00,CONDADO LITORAL,HU/VD/03,"1,63",1,Franco-arcilloso,Secano,No,Zalema,,161-49 Couderc,Vaso o redondo,2 X 2,2500,
2007,Huelva,Almonte,010-00102-00-00,CONDADO LITORAL,HU/VD/03,"0,33",1,,Secano,No,Zalema,,,Vaso o redondo,2 X 2,2500,
2007,Huelva,Almonte,017-00080-00-00,CONDADO LITORAL,HU/VD/03,0,1,Franco,Secano,No,Zalema,,,Vaso o redondo,2 X 2,2500,
2007,Huelva,Almonte,021-00301-00-00,CONDADO LITORAL,HU/VD/03,"1,36",1,Franco-arenoso,Secano,No,Zalema,,,Vaso o redondo,2 X 2,2500,
2007,Huelva,Almonte,022-00107-00-00,CONDADO LITORAL,HU/VD/03,,3,,,,Zalema,,,,,,
2007,Huelva,Almonte,024-00021-00-00,CONDADO LITORAL,HU/VD/03,"0,9",1,Franco-arenoso,Secano,No,Zalema,,110 Richter,Vaso o redondo,2 X 2,2500,
2007,Huelva,Almonte,038-00052-00-ZH,CONDADO LITORAL,HU/VD/02,"2,82",2,,,No,Zalema,,110 Richter,,1.50 X 1.50,2250,
2007,Huelva,Gibraleon,019-00170-00-00,COSTA - II,HU/VD/01,,,,,,,,,,,,
2007,Huelva,Palma del Condado (La),013-00049-00-00,CONDADO CAMPIÑA,HU/VD/02,"0,9",,,,,Zalema,,110 Richter,,,2500,
2007,Huelva,Rociana del Condado,005-00312-00-00,CONDADO CAMPIÑA,HU/VD/02,0,2,,,No,Zalema,,110 Richter,,1.50 X 1.50,2250,
2007,Huelva,Rociana del Condado,008-00399-00-00,CONDADO CAMPIÑA,HU/VD/02,"2,254",,,,,,,,,,,
2007,Huelva,Rociana del Condado,009-00087-00-ZH,CONDADO CAMPIÑA,HU/VD/02,"0,601",,,,,,,,,,,
2007,Huelva,Rociana del Condado,012-00450-00-00,CONDADO CAMPIÑA,HU/VD/02,"1,447",,,,,,,,,,,
2007,Málaga,Almachar,005-00716-00-00,VELEZ-MALAGA,MA/VD/05,4,15,FRANCO-ARCILLOSO,SECANO,,MOSCATEL DE ALEJANDRIA,,,,2 X 2 TRESBOLILLO,3100,
2007,Málaga,Borge (El),001-00221-00-00,VELEZ-MALAGA,MA/VD/05,"1,1",40,FRANCO-ARCILLOSO,SECANO,,MOSCATEL DE ALEJANDRIA,,,,2 X 2 TRESBOLILLO,3000,
2007,Málaga,Cutar,003-00108-00-00,VELEZ-MALAGA,MA/VD/05,2,50,FRANCO-ARCILLOSO,SECANO,No,MOSCATEL DE ALEJANDRIA,,,,,3000,
2007,Málaga,Manilva,006-00033-00-00,CENTRO SUR O GUADALHORCE,MA/VD/01,,7,FRANCO-LIMOSO,SECANO,,MOSCATEL,,,,2 X 2,2600,
2007,Málaga,Moclinejo,001-00319-00-00,VELEZ-MALAGA,MA/VD/05,,15,FRANCO-ARCILLOSO,SECANO,,MOSCATEL DE ALEJANDRIA,,,,2 X 2 TRESBOLILLO,3000,
2007,Málaga,Moclinejo,002-00193-00-00,VELEZ-MALAGA,MA/VD/05,"1,12",21,FRANCO-ARCILLOSO,SECANO,,MOSCATEL DE ALEJANDRIA,,,,2 X 2 TRESBOLILLO,3000,
2007,Málaga,Mollina,017-00011-00-00,NORTE O ANTEQUERA,Z-4 OLIVILLOS/PALOMAR,3,5,Areno-franco,Regadio,No,Pedro Ximenez,,"1,103 Paulsen",Cordón doble,"3 x 1,5",2222,Espaldera vertical
2007,Málaga,Mollina,020-00015-00-00,NORTE O ANTEQUERA,Z-1 MOLINILLO/LA FUENTE,"1,62",1,Franco,Regadio,No,Moscatel de Alejandría,,"1,103 Paulsen",Cordón doble,"3 x 1,5",2228,Espaldera vertical
2007,Málaga,Mollina,021-00001-00-SY,NORTE O ANTEQUERA,Z-1 MOLINILLO/LA FUENTE,"0,096",2,,Regadio,No,Syrah,,161-49 Couderc,Cordón doble,"2,8 x 2",1785,
2007,Málaga,Mollina,028-00012-00-C1,NORTE O ANTEQUERA,Z-1 MOLINILLO/LA FUENTE,3,4,Areno-franco,Secano,Si,Doradilla,,140 Ruggeri,Cordón doble,"3 x 1,5",2222,Espaldera vertical
2007,Málaga,Mollina,036-00071-00-PX,NORTE O ANTEQUERA,Z-2 LA SESENTA/EL MONTE,"0,91",1,Arcillo-arenoso,Secano,No,Pedro Ximenez,,161-49 Couderc,Vaso o redondo,"2,5 x 2,5",1390,Cabeza o vaso
2007,Málaga,Mollina,037-00028-00-LA,NORTE O ANTEQUERA,Z-2 LA SESENTA/EL MONTE,1,1,Arcillo-arenoso,Secano,No,Airen,,"1,103 Paulsen",,"3 x 1,5",2200,
2007,Málaga,Mollina,040-00041-00-P0,NORTE O ANTEQUERA,Z-2 LA SESENTA/EL MONTE,"0,77",0,Arcillo.limoso,Regadio,No,Pedro Ximenez,,"1,103 Paulsen",Cordón doble,"3 x 1,5",2200,Espaldera vertical
2007,Málaga,Mollina,043-00045-00-DO,NORTE O ANTEQUERA,Z-3 LAGUNETOS/LA CAMORRA,"0,5",1,Franco-arcillo-arenoso,Regadio,No,Doradilla,,"1,103 Paulsen",Cordón doble,2.45 X 2.45,1666,Espaldera vertical
