CAMPAÑA,PROVINCIA,MUNICIPIO,CODPARCELA,_05_Comarca,_07_Zona_homogénea,_01_Superf_cultivada_en_la_Parcela_Agrícola_ha_,_02_Pendiente_,_03_Textura_del_Suelo,_04_Secano_Regadío,_08_Utilización_de_cubierta_vegetal,_01_Variedad,_02_Clon,_04_Patrón,_06_Formas_de_Poda,_07_Marco_m_x_m_,_08_Densidad_Plantas_ha_,_09_Sistemas_de_Conducción
2005,Córdoba,Montilla,007-00002-00-00,CAMPIÑA ALTA - III,CO/VD/02,3,8,Arenas,Secano,No,Pedro Ximenez,,,,"2,00 X 2.00",2500,
2005,Córdoba,Montilla,014-00207-00-00,CAMPIÑA ALTA - III,CO/VD/01,,,,Regadio,Si,Pedro Ximenez,,,Cordón doble,2 X 2,,Espaldera vertical
2005,Córdoba,Montilla,021-00017-00-20,CAMPIÑA ALTA - III,CO/VD/01,5,6,Albarizas,Regadio,Si,Verdejo,,110 Richter,Cordón simple,2.9X1.40,2480,Espaldera vertical
2005,Córdoba,Montilla,022-00041-00-00,CAMPIÑA ALTA - III,CO/VD/01,,,,Secano,No,Pedro Ximenez,,,Cordón doble,2 X 2,,Espaldera vertical
2005,Córdoba,Montilla,023-00040-00-00,CAMPIÑA ALTA - III,CO/VD/01,4,12,Albarizas,Secano,No,Pedro Ximenez,,,vaso horizontal,"2,00 X 2.00",2500,
2005,Córdoba,Montilla,029-00013-00-00,CAMPIÑA ALTA - III,CO/VD/02,,,,,,Pedro Ximenez,,,,"1,8 X 1.8",,
2005,Córdoba,Montilla,033-00141-00-00,CAMPIÑA ALTA - III,CO/VD/03,20,5,Albarizas,Secano,No,Pedro Ximenez,,,vaso horizontal,"2,8X1,4",,
2005,Córdoba,Monturque,009-00331-00-00,CAMPIÑA ALTA,CO/VD/03,3,7,Albarizas,Secano,,Pedro Ximenez,,,vaso horizontal,"2,00 X 2.00",2500,
2005,Córdoba,Puente Genil,007-00158-00-00,CAMPIÑA ALTA - II,CO/VD/02,,,,,,Pedro Ximenez,,,,"1,7X1,7",,
2005,Córdoba,Rambla (La),018-00084-00-00,CAMPIÑA BAJA,CO/VD/02,"10,75",,Arenoso,Regadio,No,Pedro Ximenez,,110 Richter,Cabeza,2 X 2,2500,Sin  apoyos
2005,Córdoba,Rambla (La),026-00038-00-00,CAMPIÑA BAJA,CO/VD/02,"10,56",,Arcillo-arenoso,Secano,No,Pedro Ximenez,,,,2 X 2,2500,Sin  apoyos
2005,Huelva,Almonte,003-00006-00-00,CONDADO LITORAL,HU/VD/03,"1,63",1,Franco-arcilloso,Secano,No,Zalema,,161-49 Couderc,Vaso o redondo,2 X 2,2500,
2005,Huelva,Almonte,010-00102-00-00,CONDADO LITORAL,HU/VD/03,"0,33",1,,Secano,No,Zalema,,,Vaso o redondo,2 X 2,2500,
2005,Huelva,Almonte,017-00080-00-00,CONDADO LITORAL,HU/VD/03,"0,64",1,Franco,Secano,No,Zalema,,,Vaso o redondo,2 X 2,2500,
2005,Huelva,Almonte,021-00301-00-00,CONDADO LITORAL,HU/VD/03,"1,36",1,Franco-arenoso,Secano,No,Zalema,,,Vaso o redondo,2 X 2,2500,
2005,Huelva,Almonte,022-00107-00-00,CONDADO LITORAL,HU/VD/03,,3,,,,Zalema,,,,,,
2005,Huelva,Almonte,024-00020-00-00,CONDADO LITORAL,HU/VD/03,"0,9",1,Arcillo-arenoso,Secano,No,Zalema,,110 Richter,Vaso o redondo,2 X 2,2500,
2005,Huelva,Almonte,024-00021-00-00,CONDADO LITORAL,HU/VD/03,"0,9",1,Franco-arenoso,Secano,No,Zalema,,110 Richter,Vaso o redondo,2 X 2,2500,
2005,Huelva,Almonte,038-00145-00-ZH,CONDADO LITORAL,HU/VD/02,"2,82",2,,,No,Zalema,,110 Richter,,1.50 X 1.50,2250,
2005,Huelva,Palma del Condado (La),013-00049-00-00,CONDADO CAMPIÑA,HU/VD/02,"0,9",7,,,,Zalema,,110 Richter,,,2500,
2005,Huelva,Rociana del Condado,005-00312-00-00,CONDADO CAMPIÑA,HU/VD/02,"2,791",2,,,No,Zalema,,110 Richter,,1.50 X 1.50,2250,
2005,Huelva,Rociana del Condado,007-00090-00-00,CONDADO CAMPIÑA,HU/VD/02,"0,869",2,,,No,Zalema,,110 Richter,,1.50 X 1.50,2200,
2005,Huelva,Rociana del Condado,009-00335-00-ZH,CONDADO CAMPIÑA,HU/VD/02,"1,614",2,,,No,Zalema,,110 Richter,,1.50 X 1.50,2200,
2005,Huelva,Rociana del Condado,012-00045-00-ZH,CONDADO CAMPIÑA,HU/VD/02,"3,244",3,,,No,Jaén blanco,,110 Richter,,2.5X1.2,3000,
2005,Huelva,Rociana del Condado,012-00413-00-00,CONDADO CAMPIÑA,HU/VD/02,"0,86",1,,,,Zalema,,110 Richter,,"3,0 X 1,70",2000,
2005,Huelva,Trigueros,018-00038-00-00,CONDADO CAMPIÑA,HU/VD/01,,,,,,Zalema,,,,,,
2005,Málaga,Almachar,005-00716-00-00,VELEZ-MALAGA,MA/VD/05,4,15,FRANCO-ARCILLOSO,SECANO,,MOSCATEL DE ALEJANDRIA,,,,2 X 2 TRESBOLILLO,3100,
2005,Málaga,Borge (El),001-00221-00-00,VELEZ-MALAGA,MA/VD/05,"1,1",40,FRANCO-ARCILLOSO,SECANO,,MOSCATEL DE ALEJANDRIA,,,,2 X 2 TRESBOLILLO,3000,
2005,Málaga,Iznate,005-00171-00-00,VELEZ-MALAGA,MA/VD/05,2,40,FRANCO-ARCILLOSO,SECANO,,MOSCATEL DE ALEJANDRIA,,,,2 X 2 TRESBOLILLO,3000,
2005,Málaga,Manilva,006-00033-00-00,CENTRO SUR O GUADALHORCE,MA/VD/01,,7,FRANCO-LIMOSO,SECANO,,MOSCATEL,,,,2 X 2,2600,
2005,Málaga,Manilva,020-00033-00-00,CENTRO SUR O GUADALHORCE,MA/VD/01,2,10,FRANCO-LIMOSO,SECANO,,MOSCATEL,,,,2 X 2,2600,
2005,Málaga,Moclinejo,001-00319-00-00,VELEZ-MALAGA,MA/VD/05,,15,FRANCO-ARCILLOSO,SECANO,,MOSCATEL DE ALEJANDRIA,,,,2 X 2 TRESBOLILLO,3000,
2005,Málaga,Moclinejo,002-00193-00-00,VELEZ-MALAGA,MA/VD/05,"1,12",21,FRANCO-ARCILLOSO,SECANO,,MOSCATEL DE ALEJANDRIA,,,,2 X 2 TRESBOLILLO,3000,
2005,Málaga,Mollina,017-00011-00-00,NORTE O ANTEQUERA,MA/VD/03,3,5,Areno-franco,Regadio,No,Pedro Ximenez,,"1,103 Paulsen",Cordón doble,"3 x 1,5",2222,Espaldera vertical
2005,Málaga,Mollina,020-00015-00-00,NORTE O ANTEQUERA,MA/VD/03,"1,62",1,Franco,Regadio,No,Moscatel de Alejandría,,"1,103 Paulsen",Cordón doble,"3 x 1,5",2228,Espaldera vertical
2005,Málaga,Mollina,021-00001-00-SY,NORTE O ANTEQUERA,MA/VD/03,"0,096",2,,Regadio,No,Syrah,,161-49 Couderc,Cordón doble,"2,8 x 2",1785,
2005,Málaga,Mollina,028-00012-00-C1,NORTE O ANTEQUERA,MA/VD/03,3,4,Areno-franco,Secano,Si,Doradilla,,140 Ruggeri,Cordón doble,"3 x 1,5",2222,Espaldera vertical
2005,Málaga,Mollina,036-00071-00-PX,NORTE O ANTEQUERA,MA/VD/03,"0,91",1,Arcillo-arenoso,Secano,No,Pedro Ximenez,,161-49 Couderc,Vaso o redondo,"2,5 x 2,5",1390,Cabeza o vaso
2005,Málaga,Mollina,037-00028-00-LA,NORTE O ANTEQUERA,MA/VD/03,1,1,Arcillo-arenoso,Secano,No,Airen,,"1,103 Paulsen",,"3 x 1,5",2200,
2005,Málaga,Mollina,040-00041-00-P0,NORTE O ANTEQUERA,MA/VD/03,"0,77",0,Arcillo.limoso,Regadio,No,Pedro Ximenez,,"1,103 Paulsen",Cordón doble,"3 x 1,5",2200,Espaldera vertical
2005,Málaga,Mollina,043-00045-00-DO,NORTE O ANTEQUERA,MA/VD/03,"0,5",1,Franco-arcillo-arenoso,Regadio,No,Doradilla,,"1,103 Paulsen",Cordón doble,2.45 X 2.45,1666,Espaldera vertical
2005,Málaga,Mollina,045-00038-00-MO,NORTE O ANTEQUERA,MA/VD/03,2,1,Franco-arcillo-limoso,Regadio,No,Moscatel Morisco,,"1,103 Paulsen",Cordón doble,"3 x 1,5",2200,
2005,Málaga,Mollina,2013PD7,NORTE O ANTEQUERA,MA/VD/03,"2,43",1,Franco-arcillo-arenoso,Regadio,No,Syrah,,"1,103 Paulsen",Cordón doble,"3 x 1,5",2098,Espaldera vertical
2005,Málaga,Ronda,006-00135-00-00,SERRANIA DE RONDA - II,MA/VD/02,"1,50",2,Arcilloso,Regadio,No,Cabernet Franc,,"3,309 Coaderc",Cordón doble,2.00x1.00,10000,Espaldera vertical
2005,Málaga,Ronda,007-00017-00-00,SERRANIA DE RONDA - II,MA/VD/02,"2,30",6,,Regadio,No,Cabernet Sauvignon,,"3,309 Coaderc",Cordón doble,2.00x1.00,5000,Espaldera vertical
2005,Málaga,Ronda,007-00071-00-00,SERRANIA DE RONDA - II,MA/VD/02,"5,50",6,Franco-arcillo-arenoso,Secano,No,Merlot,,140 Ruggeri,Cordón doble,2.25x0.95,4673,Espaldera vertical
2005,Málaga,Ronda,011-00012-00-00,SERRANIA DE RONDA - II,MA/VD/02,8,0,Arcillo-arenoso,Secano,No,Tempranillo,,110 Richter,Cordón doble,2.20x1.50,3030,Espaldera vertical
2005,Málaga,Ronda,012-00086-00-00,SERRANIA DE RONDA - II,MA/VD/02,6,,Franco-arcillo-arenoso,Regadio,No,Petit verdot,,140 Ruggeri,Cordón doble,Varios,,Espaldera vertical
2005,Málaga,Ronda,012-00112-00-00,SERRANIA DE RONDA - II,MA/VD/02,"1,60",,Varios pesados,Regadio,No,Syrah,,110 Richter,Guyot doble sin pulgares,2.20x1.00,4545,Espaldera vertical
2005,Málaga,Ronda,022-00026-00-00,SERRANIA DE RONDA - II,MA/VD/02,"22,08",,Arcilloso,Secano,No,Cabernet Sauvignon,,110 Richter,Cordón doble,2.20x1.00,4545,Espaldera vertical
2005,Málaga,Ronda,025-00060-00-00,SERRANIA DE RONDA - II,MA/VD/02,1,4,Franco-arcillo-arenoso,Secano,No,Syrah,,,Guyot doble sin pulgares,2.5 x 0.90,4444,Espaldera vertical
2005,Málaga,Ronda,025-00130-00-00,SERRANIA DE RONDA - II,MA/VD/02,"5,16",1,Franco-arenoso,Regadio,No,Merlot,,110 Richter,Cordón doble,2.00x1.00,5000,Espaldera vertical
2005,Málaga,Ronda,027-00172-00-00,SERRANIA DE RONDA - II,MA/VD/02,1,0,,Secano,No,Chardonnay,,,,2.00 x 1.20,4167,Espaldera vertical
2005,Málaga,Ronda,038-00104-00-00,SERRANIA DE RONDA - II,MA/VD/02,"5,50",5,Franco-arcillo-arenoso,Secano,No,Merlot,,SO4,Guyot doble sin pulgares,2.00x1.00,5000,Espaldera vertical
2005,Málaga,Ronda,038-00130-00-B0,SERRANIA DE RONDA - II,MA/VD/02,"1,50",5,,Secano,No,Pinot Noir,,SO4,Guyot doble sin pulgares,2.00x1.00,5000,Espaldera vertical
2005,Málaga,Ronda,044-00019-00-00,SERRANIA DE RONDA - II,MA/VD/02,2,0,Franco-arcilloso,,No,Syrah,,SO4,Cordón doble,2.00x1.00,5000,Espaldera vertical
2005,Málaga,Ronda,044-00035-00-00,SERRANIA DE RONDA - II,MA/VD/02,2,0,,Regadio,No,Cabernet Sauvignon,,"3,309 Coaderc",Cordón doble,2.00x1.00,5000,
2005,Sevilla,Lebrija,036-00003-00-00,LA CAMPIÑA,SE/VD/03,3,1,Albarizas,Secano,,Palomino Fino,,,Vara y pulgar jerezana,"1,90 X 1,20",4385,
2006,Cádiz,Arcos de la Frontera,018-00008-00-D1,CAMPIÑA DE CADIZ,CA/VD/01,2,5,,Secano,No,Syrah,,140 Ruggeri,Cordón doble,"2,50 x 1,20",3333,Espaldera vertical
2006,Cádiz,Arcos de la Frontera,039-00122-00-10,CAMPIÑA DE CADIZ,,25,3,,,No,Tempranillo Syrach Merlot,,,Cordón doble,"2,00 X 1.20",4166,Espaldera vertical
2006,Cádiz,Arcos de la Frontera,040-00011-00-R3,CAMPIÑA DE CADIZ,CA/VD/01,"1,9",0,Franco-arenoso,Secano,,Cabernet Sauvignon,,,,"2,40 X 1,10",3788,
2006,Cádiz,Chiclana de la Frontera,006-00144-00-00,COSTA NOROESTE DE CADIZ - II,,"0,57",,Barros,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar simple,"1,65 X 1,25",,Espaldera vertical
2006,Cádiz,Chiclana de la Frontera,006-00510-00-00,COSTA NOROESTE DE CADIZ - II,CA/VD/05,"1,80",,Barros,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar simple,"1,20 X 1,80",,Espaldera vertical
2006,Cádiz,Chiclana de la Frontera,009-00008-00-00,COSTA NOROESTE DE CADIZ - II,CA/VD/05,"1,85",,Barros,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar simple,"1,80 X 1,20",,Espaldera vertical
2006,Cádiz,Chiclana de la Frontera,009-00042-00-B0,COSTA NOROESTE DE CADIZ - II,CA/VD/05,"2,85",,Barros,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar simple,"2,00 X 1,00",,Espaldera vertical
2006,Cádiz,Chiclana de la Frontera,031-00001-00-00,COSTA NOROESTE DE CADIZ - II,,"0,447",,Barros,Secano,No,Palomino Fino,,CHASSELS 41-B,Vara y pulgar simple,"2,00 X 1.10",,Espaldera vertical
2006,Cádiz,Chipiona,004-00209-00-00,COSTA NOROESTE DE CADIZ - II,CA/VD/02,"6,6",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,,"1,60 X 1,60",,
2006,Cádiz,Chipiona,006-00011-00-A0,COSTA NOROESTE DE CADIZ - II,CA/VD/02,"4,791",,,,,Palomino Fino,,,,,,
2006,Cádiz,Chipiona,007-00035-00-B1,COSTA NOROESTE DE CADIZ - II,CA/VD/02,"12,8",0,Franco-arenoso,Secano,No,Moscatel de Chipiona,,420-A Millardet y Grasset,Vara y pulgar jerezana,"2,30 X 1,15",3780,Espaldera vertical
2006,Cádiz,Chipiona,007-00035-00-T1,COSTA NOROESTE DE CADIZ - II,CA/VD/02,"0,76",0,Franco-arenoso,Secano,No,Tempranillo,51,420-A Millardet y Grasset,Cordón doble,"2,30 X 1,15",3780,Espaldera vertical
2006,Cádiz,Chipiona,008-00035-00-00,COSTA NOROESTE DE CADIZ - II,CA/VD/02,"0,793",,,,No,Palomino Fino,,,,,,
2006,Cádiz,Chipiona,009-00084-00-B1,COSTA NOROESTE DE CADIZ - II,CA/VD/02,"1,413",0,Barros,Secano,No,Merlot,,140 Ruggeri,Vara y pulgar jerezana,"2,20 x 1,15",3952,Espaldera vertical
2006,Cádiz,Chipiona,011-00130-00-00,COSTA NOROESTE DE CADIZ - II,CA/VD/02,,,,,,Palomino Fino,,,,,,
2006,Cádiz,Chipiona,011-00130-00-02,COSTA NOROESTE DE CADIZ - II,CA/VD/02,,,,,,Palomino Fino,,,,,,
2006,Cádiz,Chipiona,013-00064-00-00,COSTA NOROESTE DE CADIZ - II,CA/VD/02,"0,4",,,,,Moscatel de Alejandría,,,,,,
2006,Cádiz,Chipiona,017-00137-00-00,COSTA NOROESTE DE CADIZ - II,CA/VD/02,"1,6",,,,,Palomino Fino,,,,,,
2006,Cádiz,Chipiona,018-00064-00--1,COSTA NOROESTE DE CADIZ - II,CA/VD/02,0,,,Secano,,Moscatel de Alejandría,,110 Richter,,"2,2 X 1,2",,
2006,Cádiz,Chipiona,018-00141-00--2,COSTA NOROESTE DE CADIZ - II,E4.V1,"0,338",,,,No,Palomino de Jerez,,110 Richter,,"1,50 X 1,50",,
2006,Cádiz,Chipiona,018-00183-00-B1,COSTA NOROESTE DE CADIZ - II,CA/VD/02,"0,177",0,Arenas,Secano,No,Syrah,,110 Richter,Cordón doble,"2,30 x 1,10",3952,Espaldera vertical
2006,Cádiz,Chipiona,019-00042-00--1,COSTA NOROESTE DE CADIZ - II,CA/VD/02,"0,223",,,Secano,,Moscatel de Alejandría,,,,,,
2006,Cádiz,Chipiona,019-00148-00--1,COSTA NOROESTE DE CADIZ - II,CA/VD/02,"0,66",,,,No,Moscatel de Alejandría,,,,"2,10 X 1,00",,
2006,Cádiz,Jerez de la Frontera,002-00103-00-00,CAMPIÑA DE CADIZ,CA/VD/03,20,5,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,2.40 x 1.15,3600,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,003-00012-00-00,CAMPIÑA DE CADIZ,,"25,13",5,Albarizas,Secano,No,"Palomino fino, Palomino 84",,41-B Millardet y Grasset,Vara y pulgar jerezana,"2,40 X 1,10",3788,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,003-00014-00-10,CAMPIÑA DE CADIZ,,"32,49",7,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc.13-5 EVEX,Vara y pulgar jerezana,"2,40 X 1,20",3788,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,003-00016-00-10,CAMPIÑA DE CADIZ,,"23,76",10,Albarizas,Secano,No,Palomino Fino,,41-B Millardet y Grasset,Vara y pulgar jerezana,"2,40 X 1,20",3788,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,003-00039-00-10,CAMPIÑA DE CADIZ,,"27,33",5,Albarizas,Secano,No,Palomino Fino,,41-B Millardet y Grasset,Vara y pulgar jerezana,"2,40 X 1,20",3788,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,003-00098-00-00,CAMPIÑA DE CADIZ,,"25,64",5,Albarizas,Secano,No,Palomino Fino,,"161-49 Couderc, 13-5 EVEX y Cabernet",Vara y pulgar jerezana,,,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,003-00106-00-00,CAMPIÑA DE CADIZ,CA/VD/03,18,4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,2.40 x 1.15,3600,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,003-00182-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"12,2",,,,,Palomino de Jerez,Material Clonal Rancho La Merced.,161-49 Couderc y 140 Ruggeri,,,,
2006,Cádiz,Jerez de la Frontera,005-00071-00-01,CAMPIÑA DE CADIZ,CA/VD/03,"7,191",,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,,,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,005-00086-00-00,CAMPIÑA DE CADIZ,,"8,50",6,,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"2,40 X 1,20",3472,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,005-00095-00-00,CAMPIÑA DE CADIZ,,"33,09",5,,Secano,No,Palomino Fino,,"161-49 Couderc, 13-5 EVEX y Cabernet","Vara y pulgar, cordon doble","2,40 X 1,20",3472,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,005-00098-00-A1,CAMPIÑA DE CADIZ,CA/VD/03,"9,15",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,,,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,005-00117-00-00,CAMPIÑA DE CADIZ,,"23,72",3,,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,,,
2006,Cádiz,Jerez de la Frontera,005-00120-00-30,CAMPIÑA DE CADIZ,,29,6,,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"2,40 X 1,20",3472,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,005-00141-00-00,CAMPIÑA DE CADIZ,,"14,27",3,,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,,,
2006,Cádiz,Jerez de la Frontera,005-00194-00-00,CAMPIÑA DE CADIZ,,"14,49",3,,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,,,
2006,Cádiz,Jerez de la Frontera,013-00001-00-10,CAMPIÑA DE CADIZ,,"36,85",10,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"1,15 X 2,40",3623,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,013-00001-00-20,CAMPIÑA DE CADIZ,,"36,85",10,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"1,15 X 2,40",3623,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,013-00015-00-00,CAMPIÑA DE CADIZ,,"14,54",8,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"1,15 X 2,40",3623,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,013-00016-00-00,CAMPIÑA DE CADIZ,,"9,05",12,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"1,15 X 2,40",3623,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,020-00027-00-00,CAMPIÑA DE CADIZ,CA/VD/03,,,,,,,,,,,,
2006,Cádiz,Jerez de la Frontera,085-00020-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"4,158",3,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,00 X 1,30",3846,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,088-00001-00-00,CAMPIÑA DE CADIZ,,"34,83",8,Albarizas,Secano,No,Palomino Fino,,61- Richter,Vara y pulgar jerezana,"1,20 X 2,30",3623,
2006,Cádiz,Jerez de la Frontera,088-00002-00-00,CAMPIÑA DE CADIZ,,"13,41",8,Albarizas,Secano,No,Palomino Fino,,61- Richter,Vara y pulgar jerezana,2.5 x 1.15,3076,
2006,Cádiz,Jerez de la Frontera,094-00048-00-00,CAMPIÑA DE CADIZ,,"13,48",2,Albarizas,,No,Palomino Fino,,,Cordón doble,"2,30 X 1,15",3787,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,096-00006-00-00,CAMPIÑA DE CADIZ,,"21,21",3,Albarizas,Secano,No,Palomino Fino,,,Vara y pulgar jerezana,"1,20 X 2,30",3623,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,096-00008-00-A5,CAMPIÑA DE CADIZ,CA/VD/03,"9,26",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,20 x 1,30",3500,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,097-00069-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"7,790",,Albarizas,Secano,No,Palomino de Jerez,,161-49 Couderc,Vara y pulgar jerezana,"2,30 X 1,15",3700,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,097-00095-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"4,025",,,,,Palomino de Jerez,,,Vara y pulgar jerezana,,,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,097-00099-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"5,366",5,Albarizas,Secano,No,Palomino Fino,California,161-49 Couderc,Vara y pulgar jerezana,"2,20 X 1.15",3953,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,097-00100-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"7,472",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,00 X 1,30",3800,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,098-00014-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"5,442",,,Secano,,Palomino Fino,,,Vara y pulgar jerezana,,,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,098-00024-00-00,CAMPIÑA DE CADIZ,CA/VD/03,,,,,,,,,,,,
2006,Cádiz,Jerez de la Frontera,099-00024-00-04,CAMPIÑA DE CADIZ,CA/VD/03,15,4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,"Vara y pulgar, Cordón",2.40 x 1.15,3600,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,099-00027-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"15,77",,,,,Palomino Fino,,161-49 Couderc y 140 Ruggeri,,,,
2006,Cádiz,Jerez de la Frontera,099-00054-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"19,06",3,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,30 X 1,10",3900,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,100-00029-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"5,22",15,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,00 X 1,30",3800,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,100-00032-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"1,789",,,Secano,,Palomino Fino,,,Vara y pulgar jerezana,,,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,101-00008-00-10,CAMPIÑA DE CADIZ,,"32,65",5,Albarizas,Secano,No,Palomino Fino,,"161-49 Couderc, 13-5 EVEX y Cabernet",Vara y pulgar jerezana,,,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,101-00011-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"16,21",15,Albarizas,Secano,No,Palomino Fino,California,161-49 Couderc y 13-5 EVEX,Vara y pulgar jerezana,"2.,20 X 1,10 y 2,20 X 1,35",,
2006,Cádiz,Jerez de la Frontera,101-00029-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"2,233",,,,,,,,,,,
2006,Cádiz,Jerez de la Frontera,101-00079-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"18,40",,,Secano,,Palomino Fino,,,Vara y pulgar jerezana,,,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,101-00091-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"2,236",,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,30 X 1,15",3700,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,101-00106-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"2,15",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc y 140 Ruggeri,Vara y pulgar jerezana,"2,00 X 1,30",3800,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,102-00002-00-00,CAMPIÑA DE CADIZ,CA/VD/03,"7,970",5,Albarizas,Secano,No,Palomino Fino,California,161-49 Couderc,Vara y pulgar jerezana,"2,20 X 1,20",3788,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,102-00003-00-00,CAMPIÑA DE CADIZ,,"27,70",5,Albarizas,Secano,No,Palomino Fino,,"161-49 Couderc, 13-5 EVEX y Cabernet",Vara y pulgar jerezana,,,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,102-00007-00-00,CAMPIÑA DE CADIZ,CA/VD/03,8,4,Arcillo.limoso,Secano,No,Palomino Fino,,161-49 Couderc,Cordón doble,2.40 x 1.15,3600,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,103-00006-00-A2,CAMPIÑA DE CADIZ,CA/VD/03,"7,623",7,Albarizas,Secano,No,Palomino Fino,Palomino California,161-49 Couderc,Vara y pulgar jerezana,,,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,104-00015-00-A1,CAMPIÑA DE CADIZ,CA/VD/03,"23,11",,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,,,Espaldera vertical
2006,Cádiz,Jerez de la Frontera,104-00016-00-A2,CAMPIÑA DE CADIZ,CA/VD/03,"24,42",10,Albarizas,Secano,No,Palomino Fino,,161-49 Couderc,Vara y pulgar jerezana,"2,00 X 1.20",4150,Espaldera vertical
