cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,Radiacion,Lluvia,V_Max,V_Med,V_Min,CV1,CV2,CV3,CV4,Direccion
HU004,2023-08-13 00:00:00,37.780,28.735,21.43,49.860,33.5904,12.530,1.19707,0.000,26.110,5.34033,0.000,27,94,550,765,3.41667
HU004,2023-08-14 00:00:00,35.130,25.42,16.74,80.900,46.4875,14.360,1.18876,0.000,24.910,4.12713,0.000,166,336,519,401,2.83333
HU004,2023-08-15 00:00:00,36.710,26.2492,16.83,57.940,39.0383,17.540,1.15771,0.000,18.490,3.84817,0.000,130,482,444,383,2.83333
HU004,2023-08-16 00:00:00,34.420,25.5908,18.66,73.760,49.1692,24.130,1.14122,0.000,23.210,4.41679,0.000,191,112,576,557,3.04167
HU004,2023-08-17 00:00:00,35.400,24.8725,16.09,76.630,44.6271,18.230,1.1671,0.000,24.030,4.00375,0.000,216,227,456,539,2.91667
HU004,2023-08-18 00:00:00,35.930,25.9279,17.78,72.540,48.2471,22.690,1.06841,0.000,19.510,3.46638,0.000,265,177,402,596,2.875
HU004,2023-08-19 00:00:00,39.130,29.6183,20.18,67.300,41.9467,20.410,1.06453,0.000,19.860,3.3805,0.000,196,16,311,918,3.58333
HU004,2023-08-20 00:00:00,42.570,31.8313,22.48,47.660,33.1208,13.780,1.06482,0.000,19.650,3.23346,0.000,243,194,401,603,3.08333
HU004,2023-08-21 00:00:00,41.120,31.2279,22.07,69.540,39.1646,18.260,1.05827,0.000,22.010,4.29379,0.000,234,262,553,389,2.95833
HU004,2023-08-22 00:00:00,42.270,31.575,22.07,58.860,37.1246,12.890,1.08907,0.000,30.760,5.79846,0.000,401,240,216,580,2.83333
HU004,2023-08-23 00:00:00,40.850,31.4913,24.31,53.050,35.8692,15.850,1.07822,0.000,22.930,5.52933,0.000,394,248,351,445,2.54167
HU004,2023-08-24 00:00:00,41.460,31.43,21.94,58.130,35.6779,15.050,1.05183,0.000,24.800,3.87217,0.000,238,299,372,532,2.95833
HU004,2023-08-25 00:00:00,42.300,32.2754,21.7,57.810,32.4267,13.870,0.995539,0.000,23.210,3.41571,0.000,360,317,251,512,2.66667
HU004,2023-08-26 00:00:00,37.230,29.69,22.92,37.720,27.5433,16.940,0.566819,0.000,21.870,4.92604,0.000,203,68,68,1101,3.875
HU004,2023-08-27 00:00:00,32.830,24.4112,16.2,60.370,32.8963,12.260,1.11376,0.000,19.440,5.01304,0.000,396,20,40,983,3.5
HU004,2023-08-28 00:00:00,35.030,27.2321,20.56,36.010,24.0667,14.050,1.104,0.000,20.140,3.94383,0.000,551,203,198,486,2.29167
HU004,2023-08-29 00:00:00,37.420,28.3208,18.76,57.770,31.56,14.380,1.07774,0.000,16.830,4.10054,0.000,271,46,81,1041,3.5
HU004,2023-08-30 00:00:00,35.330,25.8571,19.07,67.300,43.5446,19.580,1.02935,0.000,27.480,5.74492,0.000,128,209,414,685,3.20833
HU004,2023-08-31 00:00:00,32.830,24.5579,17.44,91.100,61.0633,35.690,1.04007,0.000,20.460,4.85733,0.000,238,310,459,431,2.70833
HU004,2023-09-01 00:00:00,32.130,24.2833,18.59,84.000,56.3742,32.720,1.01089,0.000,23.360,5.00146,0.000,137,212,670,419,3.16667
HU004,2023-09-02 00:00:00,26.860,21.0879,17.04,92.700,73.4346,46.310,0.598115,0.800,24.700,6.02983,0.000,62,281,911,186,2.75
HU004,2023-09-03 00:00:00,21.940,17.73,15.21,94.500,87.63,70.630,0.411248,13.200,27.060,6.0395,0.000,489,882,31,38,1.66667
HU004,2023-09-04 00:00:00,26.380,20.3533,15.58,93.100,77.375,53.490,0.903568,0.000,26.280,8.07079,0.000,356,516,558,8,2.125
HU004,2023-09-05 00:00:00,28.420,21.8938,18.09,96.000,75.6375,47.560,0.71239,0.000,14.080,3.98533,0.000,90,763,222,362,2.79167
HU004,2023-09-06 00:00:00,31.510,23.6,16.09,93.800,62.4854,36.440,0.907606,0.000,17.220,3.22754,0.000,282,264,317,579,2.83333
HU004,2023-09-07 00:00:00,29.800,24.5667,19.61,84.000,67.6912,51.570,0.626786,0.000,21.490,5.01412,0.000,105,348,841,146,2.79167
HU004,2023-09-08 00:00:00,30.430,22.9154,16.36,88.800,70.1079,43.940,0.81991,0.000,20.390,4.14304,0.000,289,305,602,247,2.45833
HU004,2023-09-09 00:00:00,28.480,22.7608,19.07,93.300,73.9529,48.440,0.800591,0.000,24.310,5.11896,0.000,105,396,545,392,3
HU004,2023-09-10 00:00:00,29.500,22.4521,16.36,94.200,72.6217,47.350,0.853785,0.000,24.700,4.96829,0.000,257,246,633,302,2.66667
HU004,2023-09-11 00:00:00,29.630,22.1962,17.34,95.700,72.2412,42.120,0.913662,0.000,21.130,3.76037,0.000,124,237,525,554,3
HU004,2023-09-12 00:00:00,30.400,23.1171,17.34,86.700,61.8954,38.280,0.900038,0.000,22.790,4.55346,0.000,69,31,407,931,3.70833
HU004,2023-09-13 00:00:00,32.320,23.9929,16.53,76.550,57.9954,33.580,0.946082,0.000,20.570,3.83204,0.000,358,369,361,353,2.58333
HU004,2023-09-14 00:00:00,33.140,25.5783,19.54,78.390,59.5262,39.390,0.829911,0.000,20.180,4.725,0.000,292,368,391,388,2.45833
HU004,2023-09-15 00:00:00,28.790,23.8146,19.47,85.900,71.8567,53.260,0.737648,0.000,30.730,7.67242,0.000,146,335,662,297,2.91667
HU004,2023-09-16 00:00:00,25.170,20.4796,16.33,93.400,76.6833,57.770,0.484528,3.400,25.580,6.61196,0.000,106,166,786,381,3.125
HU004,2023-09-17 00:00:00,24.740,20.3171,17.51,95.300,76.2483,47.720,0.7157,0.000,26.210,5.52862,0.000,15,205,922,297,3.08333
HU004,2023-09-18 00:00:00,25.100,19.3879,15.48,92.300,76.135,52.290,0.574178,0.200,14.150,3.26421,0.000,322,408,377,329,2.41667
HU004,2023-09-19 00:00:00,28.810,20.9942,13.86,89.100,64.4492,33.710,0.902102,0.000,20.040,3.40175,0.000,323,203,434,477,2.75
HU004,2023-09-20 00:00:00,29.550,21.0592,13.76,88.800,62.6767,32.080,0.906768,0.000,26.920,3.98021,0.000,325,244,390,477,2.45833
HU004,2023-09-21 00:00:00,24.400,18.8767,13.15,95.500,81.8104,57.820,0.451395,3.000,26.530,6.98383,0.000,21,69,757,592,3.375
HU004,2023-09-22 00:00:00,25.270,18.7579,12.71,91.800,64.7475,36.720,0.780335,0.000,14.570,3.26658,0.000,317,9,45,1066,3.83333
HU004,2023-09-23 00:00:00,29.490,22.0554,12.51,65.280,43.4992,27.290,0.939557,0.000,21.240,4.62646,0.000,887,250,40,265,1.79167
HU004,2023-09-24 00:00:00,33.030,23.6458,17.54,62.150,44.3013,24.350,0.921166,0.000,19.620,4.45721,0.000,789,235,76,338,1.70833
HU004,2023-09-25 00:00:00,32.120,23.425,16.1,82.300,52.5271,23.640,0.899262,0.000,17.290,2.59742,0.000,373,208,282,579,2.58333
HU004,2023-09-26 00:00:00,31.880,22.8146,14.4,89.500,58.035,22.870,0.871487,0.000,17.920,2.64504,0.000,113,180,388,758,3.375
HU004,2023-09-27 00:00:00,33.200,23.6679,16.03,85.000,55.4133,28.680,0.868289,0.000,19.510,2.68067,0.000,335,203,234,668,2.75
HU004,2023-09-28 00:00:00,35.460,25.0992,15.76,73.830,44.6204,18.880,0.868909,0.000,17.040,4.13642,0.000,590,437,145,267,2.04167
HU004,2023-09-29 00:00:00,36.370,26.4992,18.73,59.100,41.2133,20.330,0.867361,0.000,21.200,4.93433,0.000,556,335,73,474,2.41667
HU004,2023-09-30 00:00:00,35.530,26.2338,19.47,59.550,43.7008,20.370,0.863946,0.000,20.040,5.17679,0.000,505,322,171,443,2.66667
HU004,2023-10-01 00:00:00,35.460,25.9321,18.26,63.710,40.8329,15.430,0.862545,0.000,20.460,4.05721,0.000,546,231,194,469,2.33333
HU004,2023-10-02 00:00:00,35.530,26.0775,18.76,60.740,41.38,18.400,0.811356,0.000,18.700,3.62712,0.000,447,273,237,478,2.5
HU004,2023-10-03 00:00:00,36.170,25.7591,18.32,60.690,41.0696,18.760,0.79552,0.000,13.510,2.50092,0.000,382,232,203,621,2.875
HU004,2023-10-04 00:00:00,33.500,24.5162,17.85,76.890,53.5625,26.070,0.723645,0.000,16.330,2.676,0.000,304,452,200,486,2.58333
HU004,2023-10-05 00:00:00,33.980,24.515,17.41,80.300,54.2642,25.300,0.778465,0.000,18.560,4.37146,0.000,649,271,88,428,2.04167
HU004,2023-10-06 00:00:00,35.260,25.4638,18.22,75.320,50.9879,23.500,0.779193,0.000,26.740,5.60058,0.000,422,356,224,437,2.625
HU004,2023-10-07 00:00:00,35.800,26.3571,19.91,70.560,41.8612,17.570,0.779407,0.000,23.710,5.71113,0.000,570,231,218,419,2.29167
HU004,2023-10-08 00:00:00,34.550,25.8583,19.44,68.070,40.2821,18.210,0.790979,0.000,20.570,4.6065,0.000,780,279,75,305,1.91667
HU004,2023-10-09 00:00:00,32.520,23.8433,17.14,75.930,48.3575,21.940,0.78212,0.000,17.750,4.00246,0.000,492,319,159,472,2.45833
HU004,2023-10-10 00:00:00,31.610,22.7458,15.62,85.900,61.0562,25.990,0.773703,0.000,21.270,2.87217,0.000,438,273,260,468,2.70833
HU004,2023-10-11 00:00:00,32.290,22.8012,15.96,93.800,65.305,32.270,0.748934,0.000,12.420,2.27712,0.000,280,264,397,501,2.875
HU004,2023-10-12 00:00:00,32.150,22.9454,15.11,93.500,61.735,29.080,0.738786,0.000,14.220,2.89208,0.000,557,355,143,383,2.125
HU004,2023-10-13 00:00:00,27.570,21.4392,14.74,92.100,73.5563,49.240,0.572609,0.200,17.290,3.18433,0.000,172,201,451,613,3.08333
HU004,2023-10-14 00:00:00,27.100,21.5587,18.05,96.200,81.945,51.890,0.574095,2.000,20.000,5.71771,0.000,182,359,660,237,2.54167
HU004,2023-10-15 00:00:00,26.320,20.1758,16.26,97.000,83.9654,54.980,0.432991,0.200,19.550,5.06921,0.000,238,578,481,139,2.125
HU004,2023-10-16 00:00:00,27.130,21.3642,18.12,99.900,85.2858,59.760,0.500108,0.200,27.340,5.58142,0.000,59,739,629,12,2.41667
HU004,2023-10-17 00:00:00,25.110,21.3479,19.7,93.800,87.305,69.590,0.389435,8.600,37.540,12.2265,0.494,0,575,852,12,2.58333
HU004,2023-10-18 00:00:00,24.190,20.2342,18.25,95.600,82.3371,58.870,0.479283,3.800,27.450,7.42333,0.000,0,7,1211,222,3
HU004,2023-10-19 00:00:00,21.900,19.3017,15.74,96.700,90.4833,86.300,0.107418,39.000,55.320,15.3543,0.000,4,0,1163,272,3.20833
HU004,2023-10-20 00:00:00,21.120,16.6967,12.13,91.900,71.9875,48.700,0.545846,0.000,19.020,5.35392,0.000,11,28,282,1118,3.91667
HU004,2023-10-21 00:00:00,20.910,15.95,10.61,95.200,71.7258,48.820,0.608073,0.000,15.660,3.66829,0.000,585,444,149,262,1.91667
HU004,2023-10-22 00:00:00,18.730,14.445,11.83,94.900,80.3929,62.230,0.0682862,45.600,49.460,14.0352,0.000,936,163,111,230,1.75
HU004,2023-10-23 00:00:00,20.210,14.3754,10.21,96.800,86.9712,65.110,0.365321,0.600,17.920,2.51371,0.000,311,194,347,586,2.75
HU004,2023-10-24 00:00:00,20.750,15.4154,10.42,96.500,81.3746,55.990,0.512268,2.600,21.980,5.2365,0.000,120,50,779,489,3.16667
HU004,2023-10-25 00:00:00,23.860,19.1279,16.19,96.800,86.2971,62.500,0.466332,4.600,22.540,5.24996,0.000,35,19,778,606,3.5
HU004,2023-10-26 00:00:00,22.950,18.7771,15.11,97.000,91.7329,76.280,0.270598,3.400,33.940,7.24925,0.000,91,208,884,255,2.875
HU004,2023-10-27 00:00:00,22.240,17.2358,13.9,96.900,81.4267,54.870,0.58307,0.000,18.840,3.34583,0.000,61,100,381,895,3.66667
HU004,2023-10-28 00:00:00,22.610,16.5929,12,95.200,83.9287,59.770,0.477933,0.200,23.280,4.09812,0.000,275,352,678,136,2.33333
HU004,2023-10-29 00:00:00,22.340,17.2846,13.49,97.100,84.0588,60.030,0.458382,9.000,27.840,7.80817,0.000,156,548,720,15,2.33333
HU004,2023-10-30 00:00:00,20.680,16.3258,13.46,97.000,79.1654,55.840,0.572083,25.800,30.380,4.24075,0.000,250,145,109,932,3.54167
HU004,2023-10-31 00:00:00,17.540,14.7817,11.83,91.600,74.91,60.470,0.219781,0.000,20.780,4.00017,0.000,929,348,27,135,1.25
HU004,2023-11-01 00:00:00,22.140,15.6983,9.3,95.200,85.5946,66.850,0.438059,0.200,24.730,5.72467,0.000,328,267,689,156,2.29167
HU004,2023-11-02 00:00:00,22.240,18.1967,12.3,94.500,80.3192,58.460,0.337919,2.000,38.210,11.1294,0.035,12,0,791,637,3.41667
HU004,2023-11-03 00:00:00,18.320,14.0746,10.89,92.900,80.3375,61.040,0.406788,0.000,22.160,3.88417,0.000,41,35,406,957,3.70833
HU004,2023-11-04 00:00:00,21.260,16.3754,12.2,97.100,84.4592,66.870,0.326485,1.800,38.460,8.41158,0.000,27,105,685,619,3.33333
HU004,2023-11-05 00:00:00,19.130,14.635,10.21,95.300,79.4058,54.450,0.478353,0.200,12.520,2.3575,0.000,245,1,123,1068,3.625
HU004,2023-11-06 00:00:00,19.060,13.0196,8.29,93.700,72.0787,42.620,0.584875,0.000,14.920,3.30971,0.000,237,34,43,1123,3.79167
HU004,2023-11-07 00:00:00,19.460,12.115,5.282,90.900,71.2058,43.970,0.596017,0.000,11.430,2.26667,0.000,263,71,94,1007,3.5
HU004,2023-11-08 00:00:00,18.050,13.1363,8.39,92.700,75.1342,52.290,0.380656,0.000,12.740,1.75604,0.000,584,403,49,405,2.20833
HU004,2023-11-09 00:00:00,20.920,15.7508,12.2,97.100,78.035,49.960,0.473465,2.200,15.630,3.30742,0.000,66,357,110,908,3.375
HU004,2023-11-10 00:00:00,19.910,15.0004,10.04,93.300,77.0979,55.640,0.499704,0.000,12.280,3.05971,0.000,139,54,433,812,3.33333
HU004,2023-11-11 00:00:00,22.340,16.9046,13.69,97.000,83.9221,54.720,0.405084,0.200,15.660,2.37896,0.000,249,243,159,788,3.20833
HU004,2023-11-12 00:00:00,24.080,17.2721,11.22,96.000,81.1667,60.720,0.522075,0.200,12.910,1.99925,0.000,385,246,230,578,2.58333
HU004,2023-11-13 00:00:00,24.900,18.675,14.61,92.600,75.9104,49.100,0.550924,0.000,17.390,2.59971,0.000,933,332,28,147,1.45833
HU004,2023-11-14 00:00:00,26.520,19.5908,14.78,87.700,63.8533,40.270,0.547353,0.000,16.160,2.82483,0.000,764,184,64,425,2.04167
HU004,2023-11-15 00:00:00,26.550,18.3196,11.87,80.700,58.26,37.310,0.540586,0.000,13.900,1.69421,0.000,473,154,100,713,2.75
HU004,2023-11-16 00:00:00,24.860,17.6013,11.66,79.560,63.9288,39.240,0.477331,0.000,14.010,1.7645,0.000,669,353,66,353,1.70833
HU004,2023-11-17 00:00:00,25.840,18.5483,13.35,89.100,73.0058,48.240,0.523042,0.000,12.980,2.16275,0.000,706,255,87,390,1.95833
HU004,2023-11-18 00:00:00,24.020,18.4008,14.07,90.400,66.0421,42.120,0.531787,0.000,18.630,4.16108,0.000,837,283,161,157,1.625
HU004,2023-11-19 00:00:00,23.680,17.4075,12.95,86.300,66.3242,45.400,0.515256,0.000,17.750,3.84375,0.000,765,231,126,314,1.875
HU004,2023-11-20 00:00:00,22.300,15.7696,10.01,93.100,81.3133,57.450,0.506376,0.000,14.010,2.83679,0.000,204,329,350,554,2.875
HU004,2023-11-21 00:00:00,20.510,14.6967,10.11,96.000,75.075,45.790,0.51155,0.400,20.640,4.4185,0.000,362,22,100,949,3.25
HU004,2023-11-22 00:00:00,19.500,14.25,9.41,59.950,47.5233,32.600,0.537159,0.000,32.280,6.39821,0.000,1198,31,1,204,1.125
HU004,2023-11-23 00:00:00,18.750,13.5113,10.25,55.780,48.1854,37.550,0.526307,0.000,33.870,6.10704,0.000,1212,121,1,102,1
HU004,2023-11-24 00:00:00,19.400,12.0901,5.281,75.440,55.9712,35.140,0.515931,0.000,12.000,2.29996,0.000,530,101,122,689,2.54167
HU004,2023-11-25 00:00:00,19.870,11.4406,4.068,89.700,63.5096,31.730,0.506525,0.000,14.320,2.04183,0.000,308,279,374,478,2.95833
HU004,2023-11-26 00:00:00,17.610,10.9888,5.348,93.500,80.14,58.260,0.435427,0.000,11.150,1.76296,0.000,380,344,235,482,2.66667
HU004,2023-11-27 00:00:00,16.330,11.6713,7.614,95.400,81.8167,57.660,0.351192,0.000,12.520,2.30296,0.000,206,176,168,890,3.54167
HU004,2023-11-28 00:00:00,16.630,12.6067,8.79,94.000,85.3992,73.600,0.194654,0.000,9.740,1.73721,0.000,454,722,155,112,2
HU004,2023-11-29 00:00:00,20.210,16.2512,12.07,97.200,93.0667,82.100,0.219195,7.200,24.130,7.07421,0.000,18,505,896,18,2.625
HU004,2023-11-30 00:00:00,19.700,17.6238,15.15,97.900,92.725,84.900,0.156259,1.800,37.080,12.9893,0.000,0,121,1279,40,2.95833
HU004,2023-12-01 00:00:00,18.430,12.625,8.05,96.000,83.3962,58.000,0.395463,17.600,40.920,7.47492,0.000,67,0,397,973,3.66667
HU004,2023-12-02 00:00:00,15.310,9.74421,4.743,96.300,82.6158,62.390,0.439866,0.200,15.420,2.55829,0.000,260,22,183,973,3.41667
HU004,2023-12-03 00:00:00,14.530,9.81354,6.128,93.600,81.7933,63.190,0.442755,0.000,18.700,3.81083,0.000,878,299,91,172,1.54167
HU004,2023-12-04 00:00:00,13.250,10.4529,7.984,97.700,92.4667,82.300,0.148932,5.600,15.910,3.80975,0.000,759,623,10,47,1.375
HU004,2023-12-05 00:00:00,12.340,10.5388,8.59,98.100,89.1617,75.700,0.147024,0.000,28.150,11.5837,0.071,1190,250,0,0,1
HU004,2023-12-06 00:00:00,13.900,12.1583,10.65,97.600,94.2417,84.900,0.126811,1.200,29.110,7.91175,0.000,1144,248,0,47,1.125
HU004,2023-12-07 00:00:00,16.560,13.54,10.88,98.100,94.85,84.800,0.200533,0.800,9.530,1.89162,0.000,407,283,454,295,2.5
HU004,2023-12-08 00:00:00,17.710,14.2888,10.92,97.800,88.3958,64.690,0.324621,1.400,14.640,3.362,0.000,132,113,347,849,3.33333
HU004,2023-12-09 00:00:00,18.890,13.2125,8.42,96.000,85.2,60.490,0.408491,0.000,10.340,1.55667,0.000,351,361,291,437,2.54167
HU004,2023-12-10 00:00:00,21.220,14.9113,11.02,96.700,83.0033,61.750,0.438708,0.200,16.090,2.16771,0.000,879,256,65,236,1.66667
HU004,2023-12-11 00:00:00,19.740,14.7671,11.26,92.100,82.7346,66.440,0.39034,0.000,16.720,3.03321,0.000,1045,295,46,55,1.375
HU004,2023-12-12 00:00:00,20.210,14.7804,9.77,97.400,91.3025,74.850,0.361103,0.200,13.580,2.88921,0.000,154,279,583,422,2.91667
HU004,2023-12-13 00:00:00,16.430,13.4384,7.313,97.900,80.0158,51.190,0.265477,0.200,18.350,4.09063,0.000,103,13,90,1231,3.95833
HU004,2023-12-14 00:00:00,14.730,9.50317,3.797,91.300,72.8767,48.510,0.465129,0.200,17.110,3.45521,0.000,812,181,86,358,2.125
HU004,2023-12-15 00:00:00,16.490,11.99,8.66,66.150,56.4963,44.590,0.462001,0.000,36.440,11.4491,0.000,1233,193,1,15,1
HU004,2023-12-16 00:00:00,16.530,11.6975,8.73,66.040,54.96,40.480,0.480575,0.000,29.920,10.959,0.000,1228,192,0,12,1
HU004,2023-12-17 00:00:00,15.650,10.784,6.77,80.500,58.6433,47.390,0.47085,0.000,24.630,5.53767,0.000,1096,222,3,117,1.29167
HU004,2023-12-18 00:00:00,15.340,10.0207,6.534,77.860,69.3979,50.420,0.456127,0.000,16.370,3.30742,0.000,1010,293,28,108,1.25
HU004,2023-12-19 00:00:00,16.560,9.64188,3.355,83.100,65.3842,43.790,0.45582,0.000,15.030,2.13179,0.000,731,157,38,513,2.25
HU004,2023-12-20 00:00:00,10.750,7.07554,1.905,95.300,86.0404,76.950,0.18679,0.400,10.340,1.88196,0.000,509,218,94,621,3
HU004,2023-12-21 00:00:00,15.580,9.61533,3.522,90.400,69.1333,49.290,0.454855,0.000,15.140,2.76658,0.000,876,152,49,360,1.79167
HU004,2023-12-22 00:00:00,19.020,11.5898,4.643,90.600,67.4517,49.730,0.45622,0.000,19.400,2.45108,0.000,750,196,179,314,1.75
HU004,2023-12-23 00:00:00,17.300,10.4038,3.729,89.100,70.8721,48.120,0.456561,0.000,17.460,2.23725,0.000,546,578,139,178,1.95833
HU004,2023-12-24 00:00:00,17.300,10.3745,5.892,92.900,78.61,55.750,0.442149,0.000,11.820,1.79808,0.000,797,260,184,198,1.75
HU004,2023-12-25 00:00:00,15.820,9.6365,5.789,96.000,84.0463,59.580,0.413924,0.200,10.970,1.91663,0.000,395,192,233,619,2.75
HU004,2023-12-26 00:00:00,15.550,9.01671,2.847,95.300,80.7721,55.730,0.446106,0.200,9.350,1.46412,0.000,619,132,193,498,2.33333
HU004,2023-12-27 00:00:00,15.650,8.61267,2.719,92.300,78.4729,57.210,0.447355,0.000,15.590,2.44696,0.000,706,294,228,214,1.79167
HU004,2023-12-28 00:00:00,15.750,10.2699,4.434,90.900,73.0279,56.870,0.390342,0.000,17.680,3.43529,0.000,1072,182,29,154,1.41667
HU004,2023-12-29 00:00:00,14.370,11.2992,7.878,81.000,72.1325,64.460,0.188499,0.000,13.760,2.44504,0.000,886,284,55,215,1.45833
HU004,2023-12-30 00:00:00,17.570,11.9625,7.036,94.100,75.3742,54.410,0.4368,0.000,14.250,2.10508,0.000,593,140,157,547,2.125
HU004,2023-12-31 00:00:00,16.360,10.6504,6.362,97.800,93.1612,79.470,0.241534,0.200,8.610,1.62129,0.000,508,511,228,189,1.875
HU004,2024-01-01 00:00:00,17.200,11.022,7.712,98.100,89.5637,68.420,0.401624,0.200,10.440,1.68246,0.000,451,322,301,365,2.29167
HU004,2024-01-02 00:00:00,18.650,12.2401,7.006,97.200,85.07,64.090,0.442829,0.000,16.330,3.33058,0.000,525,399,181,332,2.20833
HU004,2024-01-03 00:00:00,17.920,12.7562,7.408,97.900,91.0246,75.520,0.306297,0.800,15.770,3.34842,0.000,373,559,383,122,2.20833
HU004,2024-01-04 00:00:00,18.050,14.2542,11.09,98.200,94.7371,78.190,0.175344,6.400,18.590,4.75917,0.000,315,361,462,303,2.45833
HU004,2024-01-05 00:00:00,14.300,10.3706,7.042,96.900,79.9338,53.110,0.462295,0.400,21.980,6.71063,0.000,45,0,17,1372,4
HU004,2024-01-06 00:00:00,14.340,8.41533,4.673,95.300,79.6004,50.350,0.349429,0.200,12.910,3.35983,0.000,320,76,123,917,3.33333
HU004,2024-01-07 00:00:00,14.430,8.258,2.516,91.700,70.7812,41.580,0.454804,0.000,11.820,1.57742,0.000,866,212,134,228,1.75
HU004,2024-01-08 00:00:00,10.650,7.25604,3.254,93.900,79.3729,67.910,0.241158,5.400,12.490,3.15062,0.000,817,405,157,61,1.66667
HU004,2024-01-09 00:00:00,10.110,8.67167,7.103,98.100,94.0167,82.400,0.0893044,1.400,23.530,6.83329,0.000,959,228,48,202,1.5
HU004,2024-01-10 00:00:00,14.940,9.25338,5.111,98.700,92.955,76.580,0.369018,0.200,11.710,2.04429,0.000,233,239,405,560,2.83333
HU004,2024-01-11 00:00:00,14.770,9.662,3.959,98.400,88.8075,68.220,0.465418,0.400,15.590,2.47504,0.000,459,449,232,296,2.08333
HU004,2024-01-12 00:00:00,16.830,11.0077,7.348,93.900,78.6137,62.420,0.482334,0.000,25.230,8.30012,0.000,1042,396,0,1,1.25
HU004,2024-01-13 00:00:00,14.670,11.5617,9.43,84.300,73.3662,66.400,0.180986,0.000,23.740,10.2516,0.000,1158,276,6,0,1
HU004,2024-01-14 00:00:00,21.870,14.0467,8.39,97.300,74.2579,51.140,0.414415,0.000,23.250,4.61342,0.000,563,391,435,51,1.75
HU004,2024-01-15 00:00:00,18.930,15.2037,11.22,100.000,97.1167,89.300,0.155973,0.600,16.970,4.65204,0.000,88,724,627,2,2.375
HU004,2024-01-16 00:00:00,17.270,14.3404,11.59,100.000,92.4583,74.120,0.160333,5.000,35.350,11.4205,1.305,140,1009,291,0,2.08333
HU004,2024-01-17 00:00:00,18.620,16.4271,14.67,95.700,86.8325,73.200,0.367455,10.200,40.400,15.9167,4.092,0,47,1322,70,3
HU004,2024-01-18 00:00:00,18.760,15.9904,14.23,98.200,92.925,81.600,0.196761,7.400,34.010,10.8816,1.940,0,20,1414,4,3
HU004,2024-01-19 00:00:00,16.930,14.3171,10.62,99.100,88.8538,75.890,0.308085,6.400,33.370,12.3283,1.446,4,357,601,477,3.08333
HU004,2024-01-20 00:00:00,15.480,9.67763,5.179,94.400,76.4192,47.730,0.53453,0.000,15.310,3.83867,0.000,327,180,151,780,3
HU004,2024-01-21 00:00:00,16.330,11.386,6.873,87.200,76.7087,62.040,0.52989,0.000,19.440,5.19725,0.000,1311,99,6,21,1
HU004,2024-01-22 00:00:00,17.540,12.185,6.667,85.000,74.3588,58.870,0.541641,0.000,19.440,4.26163,0.000,1253,128,13,44,1
HU004,2024-01-23 00:00:00,20.850,14.5421,7.613,87.100,70.3833,55.450,0.537134,0.000,29.390,5.33237,0.000,1063,158,36,179,1.33333
HU004,2024-01-24 00:00:00,21.020,16.1804,10.86,85.800,66.3233,50.570,0.54785,0.000,25.650,5.59363,0.000,1137,175,36,93,1.08333
HU004,2024-01-25 00:00:00,23.080,17.2108,12.95,68.810,55.4004,42.640,0.541023,0.000,26.280,5.45146,0.000,1096,149,53,137,1.33333
HU004,2024-01-26 00:00:00,22.270,16.1988,9.84,84.100,61.1646,44.590,0.476042,0.000,19.720,3.65467,0.000,941,320,46,133,1.375
HU004,2024-01-27 00:00:00,22.370,15.8371,10.79,93.100,65.5246,43.720,0.529223,0.000,17.750,3.64867,0.000,652,315,271,198,1.875
HU004,2024-01-28 00:00:00,19.530,13.3954,7.747,97.900,77.5792,47.690,0.4641,0.200,17.320,2.96062,0.000,693,309,199,238,2.08333
HU004,2024-01-29 00:00:00,18.350,12.6942,7.916,93.200,80.9654,64.300,0.351502,0.000,14.500,2.939,0.000,932,249,71,188,1.33333
HU004,2024-01-30 00:00:00,18.550,13.3117,9.34,91.700,77.7342,59.950,0.554325,0.000,24.660,6.87917,0.000,1204,206,0,30,1.125
HU004,2024-01-31 00:00:00,18.620,13.3996,9.6,82.300,72.3408,56.840,0.538255,0.000,21.660,7.16,0.000,1322,112,0,3,1
HU004,2024-02-01 00:00:00,18.380,12.9446,7.984,87.900,71.7646,53.010,0.585301,0.000,25.510,7.07775,0.000,1206,198,34,4,1.125
HU004,2024-02-02 00:00:00,19.060,12.3421,7.245,87.100,71.0346,46.620,0.583117,0.000,19.930,4.35917,0.000,946,298,111,82,1.16667
HU004,2024-02-03 00:00:00,18.650,12.7263,7.753,88.700,67.4938,48.270,0.597884,0.000,17.890,5.00196,0.000,1102,240,37,58,1.20833
HU004,2024-02-04 00:00:00,18.590,12.4029,7.987,85.400,68.7983,43.770,0.56135,0.000,19.860,3.79671,0.000,1000,163,126,149,1.41667
HU004,2024-02-05 00:00:00,17.850,11.5062,6.466,93.500,74.5633,46.250,0.430748,0.000,13.870,2.4475,0.000,482,188,274,493,2.375
HU004,2024-02-06 00:00:00,19.530,12.8496,7.579,97.200,83.7954,53.100,0.57859,0.000,14.680,2.68087,0.000,317,103,382,635,2.79167
HU004,2024-02-07 00:00:00,18.480,11.8401,6.465,99.400,93.0479,72.040,0.359233,0.200,14.570,2.63342,0.000,346,494,329,271,2.625
