1	R-HSA-4043911
1	R-HSA-4043916
41	R-HSA-4085001
1	R-HSA-4085011
1	R-HSA-4085023
32	R-HSA-4085377
60	R-HSA-4086398
111	R-HSA-4086400
24	R-HSA-4090294
220	R-HSA-416476
85	R-HSA-416482
8	R-HSA-416550
21	R-HSA-416572
20	R-HSA-416700
15	R-HSA-416993
12	R-HSA-417957
4	R-HSA-417973
16	R-HSA-418038
21	R-HSA-418217
86	R-HSA-418346
12	R-HSA-418359
28	R-HSA-418360
15	R-HSA-418457
652	R-HSA-418555
25	R-HSA-418592
457	R-HSA-418594
50	R-HSA-418597
13	R-HSA-418885
8	R-HSA-418886
10	R-HSA-418889
10	R-HSA-418890
32	R-HSA-418990
43	R-HSA-419037
15	R-HSA-419408
9	R-HSA-419771
10	R-HSA-419812
31	R-HSA-420029
35	R-HSA-420092
67	R-HSA-420499
7	R-HSA-420597
65	R-HSA-421270
18	R-HSA-422085
81	R-HSA-422356
591	R-HSA-422475
99	R-HSA-425366
10	R-HSA-425381
108	R-HSA-425393
43	R-HSA-425397
266	R-HSA-425407
31	R-HSA-425410
11	R-HSA-425561
9	R-HSA-425986
5	R-HSA-426048
7	R-HSA-426117
9	R-HSA-426486
7	R-HSA-426496
69	R-HSA-427359
83	R-HSA-427389
122	R-HSA-427413
3	R-HSA-427589
9	R-HSA-427601
5	R-HSA-427652
4	R-HSA-427975
94	R-HSA-428157
3	R-HSA-428359
13	R-HSA-428540
9	R-HSA-428542
8	R-HSA-428543
2	R-HSA-428559
11	R-HSA-428643
8	R-HSA-428890
24	R-HSA-428930
3	R-HSA-429593
71	R-HSA-429914
29	R-HSA-429947
21	R-HSA-429958
21	R-HSA-430039
11	R-HSA-430116
2	R-HSA-432030
46	R-HSA-432040
13	R-HSA-432047
17	R-HSA-432142
35	R-HSA-432720
54	R-HSA-432722
5	R-HSA-433137
7	R-HSA-433692
10	R-HSA-4341670
3	R-HSA-434313
8	R-HSA-434316
22	R-HSA-435354
7	R-HSA-435368
49	R-HSA-437239
80	R-HSA-438064
20	R-HSA-438066
8	R-HSA-4411364
13	R-HSA-4419969
97	R-HSA-4420097
20	R-HSA-4420332
15	R-HSA-442380
20	R-HSA-442660
13	R-HSA-442720
8	R-HSA-442729
29	R-HSA-442742
92	R-HSA-442755
20	R-HSA-442982
5	R-HSA-444209
8	R-HSA-444257
3	R-HSA-444411
7	R-HSA-444473
9	R-HSA-444821
31	R-HSA-445095
26	R-HSA-445144
39	R-HSA-445355
55	R-HSA-445717
39	R-HSA-445989
11	R-HSA-446107
87	R-HSA-446193
6	R-HSA-446199
327	R-HSA-446203
5	R-HSA-446205
8	R-HSA-446210
72	R-HSA-446219
4	R-HSA-446343
18	R-HSA-446353
8	R-HSA-446388
164	R-HSA-446652
92	R-HSA-446728
7	R-HSA-447038
9	R-HSA-447041
7	R-HSA-447043
60	R-HSA-447115
72	R-HSA-448424
8	R-HSA-448706
672	R-HSA-449147
299	R-HSA-449836
32	R-HSA-450282
64	R-HSA-450294
23	R-HSA-450302
22	R-HSA-450321
10	R-HSA-450341
17	R-HSA-450385
76	R-HSA-450408
17	R-HSA-450513
8	R-HSA-450520
109	R-HSA-450531
18	R-HSA-450604
10	R-HSA-451306
2	R-HSA-451307
10	R-HSA-451308
31	R-HSA-451326
